iteration,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11
#1,0.66442,6.769436,0.415094,0.5312319999999999,0.019022999999999998,600.349894,81.380035,87.998066,86.278792,394.351196,13.893711
#2,0.506556,0.315386,0.295114,0.289769,0.014931,602.235816,83.162142,91.661152,91.960487,389.14786,14.24078
#3,0.516735,0.325277,0.273272,0.358033,0.017984000000000003,586.916221,83.32642,91.556505,86.464131,406.860624,14.720874
#4,0.635893,0.489591,0.29948,0.264534,0.024513,617.15701,82.859189,89.427443,95.343246,470.389802,16.086946
#5,0.7022849999999999,0.451778,0.412295,0.535983,0.015767,645.937147,88.494282,92.386419,85.852835,435.456141,14.452878
#6,0.476159,0.333266,0.281887,0.264267,0.018722000000000003,624.037616,81.993332,89.212331,91.268504,404.560863,24.220484
#7,0.599222,0.6283070000000001,0.548861,0.484624,0.014805,621.595549,82.488956,90.376984,86.389633,409.541187,14.872073
#8,0.48468,0.335846,0.276771,0.288375,0.015493999999999999,629.352869,80.679677,90.277345,88.692636,401.9621,17.033647
#9,0.541275,0.3663,0.28810399999999997,0.246546,0.012171,640.296476,85.99951,92.761748,90.000107,400.997806,15.31345
#10,0.664046,0.43881200000000004,0.517131,0.502367,0.013003,605.403476,84.591683,89.663167,91.99699,380.86587,21.219217
#11,0.576584,0.345071,0.304216,0.283802,0.012807,698.708968,83.323557,92.24753,86.556875,422.308322,14.089386
#12,0.571059,0.518981,0.423104,0.494319,0.017695,635.215084,82.935624,91.016755,90.271958,419.070639,17.672067
#13,0.787751,0.443527,0.395256,0.356861,0.016992999999999998,639.065448,86.877227,94.790228,86.483727,445.53754,15.146602
#14,0.538044,0.446,0.313402,0.331718,0.012276,650.574586,81.462849,98.642251,98.156974,416.44717,15.019227
#15,0.554803,0.46112200000000003,0.392255,0.34586500000000003,0.032668,667.604359,82.875483,89.107574,90.860413,417.4378,20.827488
#16,0.611082,0.547541,0.43454899999999996,0.339791,0.015408,646.541611,83.814006,89.95494,85.958702,394.843993,15.793453
#17,0.408519,0.310466,0.28630700000000003,0.28637,0.01242,708.63532,99.097916,106.851152,92.239388,435.642109,15.818791
#18,0.505447,0.356358,0.27952899999999997,0.25543899999999997,0.015186999999999999,661.163444,87.193597,90.930046,89.677183,419.101719,15.531537
#19,0.7412340000000001,1.243309,0.6216240000000001,0.547695,0.018599,673.38993,83.431678,88.747232,85.931432,414.690293,14.761092
#20,0.590726,0.651303,0.582776,0.6765140000000001,0.018416000000000002,633.325503,93.507009,91.962259,91.0457,417.166365,20.413158
#21,0.514415,0.46246499999999996,0.35701499999999997,0.304971,0.017492,686.022963,89.576731,90.269727,86.786455,409.485731,15.471954
#22,0.711881,0.470786,0.43232600000000004,0.44893500000000003,0.015007999999999999,635.152159,86.079241,95.321604,94.08677,425.835282,16.388277
#23,0.687519,0.51198,0.459552,0.505839,0.021802,667.313119,101.773463,112.220045,106.39075,423.980613,16.500809
#24,0.5296810000000001,0.31772500000000004,0.26827100000000004,0.261921,0.015214,647.021765,77.465796,86.570563,85.917897,434.871696,14.864313
#25,0.474443,0.30111,0.283903,0.32566,0.01494,638.052374,82.986354,94.105102,90.591741,423.565346,16.063778
#26,0.850614,0.534614,0.441937,0.392702,0.014766,670.096001,83.320787,89.194356,89.846492,422.56503,15.581453
#27,0.759642,0.570864,0.496047,0.423762,1.283028,678.432842,86.281029,90.502941,87.054066,425.834996,16.267384
#28,0.747871,0.5637179999999999,0.492214,0.270466,0.020390000000000002,640.046005,80.792449,88.37786,88.478934,420.551292,15.046885
#29,0.469238,0.35657900000000003,0.300307,0.27617200000000003,0.015991,629.419477,95.07433,108.267316,95.048081,463.876056,20.268879
#30,0.54967,0.375669,0.41248700000000005,0.34386500000000003,0.026462,664.013817,92.248977,89.505249,86.908804,409.951819,24.398282
#31,0.49058100000000004,0.357485,0.304114,0.28313499999999997,0.016466,740.373592,91.496284,95.766095,91.934378,495.389138,16.122989
