iteration,query1,query2,query3,query4,query5,query6,query7,query8
#1,1.31598,0.02252,470.981086,80.811385,85.403485,76.226619,340.211775,10.947123
#2,0.5657089999999999,0.176936,480.33703,71.647595,79.716336,76.418059,318.029934,10.935932
#3,0.456209,0.015534000000000001,473.927489,67.615132,80.790073,82.571688,324.550305,11.395582
#4,0.485317,0.024479,503.584609,78.838682,85.687331,82.63263,326.774969,11.23012
#5,0.497744,0.01982,533.574813,71.731199,80.80584,80.815595,334.54731,11.515266
#6,0.47580399999999995,0.01584,515.225157,73.87133,82.038503,77.753117,330.40637,10.578706
#7,0.6053529999999999,0.020061,516.444428,69.635187,84.20269,86.304804,328.806287,10.973032
#8,0.482712,0.018599,524.845961,75.810653,90.979461,81.197308,339.840701,10.521673
#9,0.5136029999999999,0.031893,510.585625,81.428827,87.674465,80.847396,346.760051,11.587029
#10,0.625503,0.014532999999999999,511.912822,78.535524,86.267796,83.819167,341.322801,10.856623
#11,0.65391,0.015757999999999998,529.420777,75.257565,84.103623,82.027867,360.921914,10.53145
#12,0.65458,0.023535,529.357518,75.786773,83.733231,79.683291,351.626449,10.6157
#13,0.456013,0.014887000000000001,526.665172,76.033137,88.433314,82.488469,350.860745,11.710638
#14,0.516722,0.019329,556.389463,73.950714,86.826786,99.54692,358.943374,11.542892
#15,0.458001,0.016802,527.922907,77.108789,86.861638,85.058469,384.609597,15.346903
#16,0.547451,0.018402,539.378448,79.750647,86.740463,86.004434,366.250923,12.032934
#17,0.558036,0.015166,580.167371,83.046547,84.428457,85.07484,348.21383,9.836799
#18,0.65998,0.373554,527.961556,79.801469,84.227297,81.468872,344.938621,9.937686
#19,0.484949,0.030122,564.776079,79.823178,87.057088,84.634853,368.854815,11.472971
#20,0.48036700000000004,0.023339,603.897439,78.934672,90.798436,89.434198,348.251338,15.640416
#21,0.466721,0.019769,561.607614,79.289141,85.897232,85.820557,386.805865,15.217951
#22,0.6501,0.016241,612.125381,80.103926,89.005854,86.70615,409.68956,14.479092
#23,0.507416,0.018888000000000002,585.840167,81.243563,90.072021,91.250135,396.370536,14.205009
#24,0.5655220000000001,0.01462,590.13777,79.950301,87.522589,86.315064,400.652012,14.605655
#25,0.905313,0.031759,594.830952,83.757672,85.566822,83.981115,387.191534,15.047589
#26,0.6222219999999999,0.027422000000000002,565.376844,80.981848,85.271875,83.520656,377.543682,14.475505
#27,0.5804279999999999,0.021070000000000002,580.211591,79.878998,88.056689,85.962888,384.247135,15.405655
#28,0.6437809999999999,0.02469,586.529103,89.376119,91.935223,86.452085,390.399677,15.453445
#29,0.496015,0.015806,622.771094,81.527135,94.868783,85.857974,453.548512,16.446726
#30,0.500764,1.039049,633.042529,81.891001,90.664295,88.710172,414.510596,14.004249
#31,0.595777,0.017651,602.498849,83.012963,90.788812,87.541167,401.578202,14.365728
#32,0.739761,0.025125,624.49745,86.163565,92.233295,87.747331,422.357821,14.822456
#33,0.501034,0.01548,610.489084,81.940063,88.959342,86.388331,411.154609,15.378611
#34,0.746024,0.018001,623.258205,79.770878,88.084033,83.759585,393.017113,23.990269
#35,0.681453,0.025721,598.271177,81.825674,89.109456,89.188661,446.675611,15.238465
#36,0.657978,0.021414000000000002,626.221322,82.100845,98.773796,96.074001,400.543731,14.042322
#37,0.47493599999999997,0.017775,578.114745,82.637272,88.204897,86.771723,406.717043,13.881518
#38,0.4691,0.024031,559.456529,82.880633,87.469228,89.450831,386.331729,15.657703
#39,0.487898,0.024287,592.966211,91.785321,87.585695,85.767873,401.695693,15.20035
#40,0.656303,0.01702,580.358582,82.940535,84.764006,82.553533,386.365706,20.285254
#41,0.584437,0.016842,629.989946,83.084708,91.402,87.177305,420.959455,17.726545
#42,0.685871,0.019824,696.004415,80.27213,89.048293,87.160393,409.965215,15.785793
#43,0.513047,0.018185,637.395594,84.181814,89.234587,86.972845,428.592829,15.591928
#44,0.480374,0.018972000000000003,623.818625,81.586601,90.757607,92.278804,434.470331,13.881929
#45,0.612951,0.016266,635.670622,82.408654,90.5031,93.50675,439.541465,14.954414
#46,0.5058360000000001,0.014566,611.035972,86.228902,93.849886,88.396613,424.33122,15.064746
#47,0.475417,0.039416,634.140618,83.940186,93.515205,88.013668,426.330327,15.68949
#48,0.53823,0.018576000000000002,633.217434,92.267755,101.172019,100.715146,420.900813,14.83677
#49,0.499666,0.015632,629.147481,82.486932,90.634988,86.8938,434.37168,22.097876
#50,1.288849,0.02273,633.433024,78.932411,89.750455,85.831367,429.599574,14.208639
