iteration,query1,query2,query3,query4,query5,query6,query7,query8
#1,0.47712,0.038311,1128.985501,290.071626,388.438897,425.379203,669.297356,0.43726
#2,0.367499,0.032895,1128.822379,280.526767,384.330511,398.777003,722.148768,0.41744600000000004
#3,0.39295800000000003,0.031348,1223.765109,312.916707,399.562707,409.964575,684.153957,0.373337
#4,0.354323,0.024044,1146.999206,282.550688,399.162218,396.50333,690.752877,0.458641
#5,0.372831,0.014273999999999998,1141.7253759999999,281.068726,386.029909,396.636034,665.05204,0.42077800000000004
#6,0.38795999999999997,0.014946,1171.496985,280.460846,378.725948,399.648044,697.993471,0.425907
#7,0.385658,0.03749,1187.370066,302.839087,392.331861,416.154681,654.13897,0.408087
#8,0.436405,0.014887000000000001,1135.447907,292.346785,390.930804,389.343093,677.31565,0.472286
#9,0.411205,0.022946,1171.8550619999999,287.689172,385.104676,407.493116,683.412139,0.460754
#10,0.417014,0.016832,1134.0294939999999,287.179763,390.555581,384.292355,701.251468,0.411908
#11,0.396706,0.015513,1134.689016,294.272963,411.071054,396.054229,678.858048,0.42986599999999997
#12,0.37158300000000005,0.013130000000000001,1163.482071,293.105938,418.37632,398.819193,700.704165,0.405959
#13,0.394704,0.029933,1147.696744,292.435725,398.576571,390.428235,669.045664,0.40486900000000003
#14,0.39891899999999997,0.014347,1137.1710170000001,282.00049,396.380117,419.910444,776.1465,0.402363
#15,0.394155,0.015561,1125.517253,288.12349,398.415229,391.333118,732.962809,0.426496
#16,1.24851,0.018001999999999997,1141.066692,298.080192,407.900977,393.921804,681.605731,0.426347
#17,0.415506,0.015881,1199.86487,279.957857,387.730127,391.90632,681.695996,0.43131400000000003
#18,0.38629399999999997,0.041857,1237.027447,290.053369,389.794002,403.792272,674.428115,0.40334800000000004
#19,0.42373200000000005,0.017518000000000002,1137.289409,286.687205,387.789685,395.450853,682.252319,0.39782999999999996
#20,0.424036,0.015685,1219.004723,293.280346,389.950646,390.413613,737.430159,0.40305599999999997
#21,0.45299900000000004,0.034701,1172.936752,281.264043,396.648152,405.376916,729.919834,0.418006
#22,0.38622500000000004,0.015455,1141.7613330000001,288.806073,386.786891,393.458746,684.173575,0.440197
#23,0.422178,0.016894,1150.380629,288.456478,392.959472,387.293343,697.624756,0.461469
#24,1.270554,0.022973,1313.541855,291.765638,381.500984,410.658836,680.90398,0.44242000000000004
#25,0.420734,0.017363,1203.722946,283.08451,393.613198,394.610449,696.156787,0.410881
#26,0.440339,0.023037,1189.071066,297.911878,382.627448,390.860633,675.25045,0.398457
#27,0.419137,0.014776,1191.018558,285.890425,387.970609,407.652639,687.648312,0.40274400000000005
#28,0.400866,0.031146,1141.530268,287.484199,392.828505,398.581896,723.240821,0.40203500000000003
#29,0.455277,0.022844999999999997,1164.4687179999999,287.996441,391.300555,410.919607,683.482689,0.67432
#30,0.403758,0.023267,1171.9945679999998,290.920712,383.878629,392.08797,683.0898,0.517258
#31,0.415439,0.994796,1134.099268,290.5523,393.185655,395.361793,695.494395,0.491644
#32,0.456207,0.020513,1196.322046,323.85883,410.927061,392.668171,671.356459,0.63089
#33,0.413979,0.018318,1183.5495369999999,288.895557,409.809205,394.306494,690.671213,0.41825999999999997
#34,0.447501,0.025198,1174.409877,294.689988,460.496425,402.587165,687.146025,0.406991
#35,0.39873000000000003,0.015601,1170.278152,296.296211,387.337794,397.502837,686.390789,8.067203
#36,0.39590800000000004,0.017384,1143.989056,289.97731,384.673528,408.380608,691.658965,0.404834
#37,0.445876,0.045711,1147.548177,289.821056,398.857898,397.75692,731.860559,0.422482
#38,0.428137,0.017551999999999998,1142.891632,289.914624,404.578886,401.078421,731.317917,0.776827
#39,0.40804199999999996,0.01582,1172.1124,292.459469,387.741569,391.379083,698.902353,0.404339
#40,1.306094,0.018515,1156.398164,286.179072,396.350646,392.53332,711.942772,0.445027
#41,0.410529,0.030535,1158.770802,294.405776,389.089448,390.622971,699.035206,0.687666
#42,0.43518,0.016114999999999997,1165.650344,303.934879,405.916482,399.665232,704.101611,0.42212099999999997
#43,0.45029399999999997,0.015430999999999999,1149.664201,301.660777,395.147009,392.998954,722.905095,0.430868
#44,0.429616,0.028447,1170.0960149999999,299.070314,385.96344,387.015882,711.720658,0.7157190000000001
#45,0.43619,0.01529,1193.36146,291.791028,386.717439,393.669584,697.705481,0.431813
#46,0.415348,0.027547000000000002,1165.618849,296.838751,389.70414,394.113797,710.027177,0.444629
#47,0.42453500000000005,0.03424,1172.60213,310.806628,388.392315,395.452733,706.425141,0.712053
#48,0.405305,0.016011,1159.883585,287.982126,437.351923,405.715363,693.71329,0.458156
#49,0.450589,0.021248,1226.252288,287.657546,385.935008,391.496543,677.832846,0.42169999999999996
#50,0.44465699999999997,0.017129000000000002,1163.640647,277.641504,383.426173,415.445444,690.928221,0.454132
