iteration,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11
#1,0.56411,0.609676,0.3832,0.382459,0.038002,1861.306455,237.397743,264.340124,269.935984,1180.544247,44.730071
#2,0.653398,0.45366300000000004,0.422174,0.412295,0.041378,1853.224411,249.98702,265.702294,263.547544,1236.495604,44.452019
#3,0.597834,0.43246300000000004,0.387138,0.39557400000000004,0.051577,2003.388325,235.187427,266.236007,261.049458,1171.9988720000001,44.766621
#4,0.697712,0.520448,0.500501,0.479482,0.04804,1856.3709059999999,232.97619,264.689119,262.640127,1180.060377,46.098134
#5,0.6921309999999999,0.50487,0.499158,0.506011,0.036689,1905.648316,237.393134,293.980306,266.66239,1273.0048009999998,46.667865
#6,0.959033,0.768525,0.737917,0.784004,0.051377,1915.082012,227.266206,263.423681,282.52992,1246.251535,44.855928
#7,0.6763920000000001,0.49596300000000004,0.48919999999999997,0.45776,0.028354,1868.601389,235.825977,266.127143,260.792223,1229.691472,46.89432
#8,0.6762319999999999,0.528974,0.47833,0.469603,0.076354,2008.689662,239.216411,269.643995,266.63087,1245.782363,45.190147
#9,0.6403840000000001,0.49473,0.456148,0.45490499999999995,0.047118,1803.676351,231.834674,291.975948,262.942917,1202.0224859999998,47.671071
#10,0.614345,0.432013,0.40322800000000003,0.399812,0.042991,1756.3504,233.26338,265.788857,270.626221,1109.458236,59.031268
#11,0.672585,0.508586,0.47113499999999997,0.48212700000000003,0.029305,1989.7113630000001,254.083551,268.813022,266.459938,1340.5947979999999,44.540696
#12,0.703222,0.53698,0.479391,0.672455,0.087615,1966.734107,236.179943,264.351134,262.744494,1576.01864,45.071824
#13,0.818238,0.65958,0.6181319999999999,0.7094640000000001,0.051618000000000004,2013.7072950000002,231.387804,263.303485,258.225648,1388.1000569999999,50.366037
#14,0.678926,0.533683,0.492065,0.493448,0.044133000000000006,2103.36014,257.183149,262.127924,268.185804,1344.161754,44.074319
#15,0.672765,0.518976,0.465194,0.495141,0.034334,2129.085123,237.519862,264.827169,261.603158,1271.542422,49.232256
#16,1.642017,0.541869,0.498747,0.482157,0.035637,1903.3394560000002,229.037686,264.038536,262.977061,1413.6601,45.395933
#17,0.617932,0.437573,0.4148,0.39320900000000003,0.032902,2150.3812789999997,232.289819,267.111564,265.123456,1371.33007,44.717899
#18,0.660942,0.499579,0.47508300000000003,0.45759,0.032371000000000004,2038.923631,233.312963,268.428339,266.626572,1356.2468139999999,44.502734
#19,0.705547,0.555605,0.483819,0.48182600000000003,0.054843,2138.771433,248.330937,297.465178,275.989604,1357.583647,45.484039
#20,0.591622,0.442662,0.40455,0.402486,0.033243,2065.177868,242.290752,269.378626,270.156829,1451.240641,44.887056
#21,0.666594,0.500451,0.48994099999999996,0.474632,0.059833,2034.317401,238.291693,267.486729,276.791983,1403.871698,44.643659
#22,0.70731,0.502705,0.49835700000000005,0.482267,0.045105,2309.886616,263.440793,267.723273,267.781393,1345.834849,44.353063
#23,0.693844,0.5011220000000001,0.47735700000000003,0.461478,0.025709,2018.9839040000002,230.447606,267.101474,264.889327,1351.443594,44.67075
#24,0.7277980000000001,0.557508,0.46950200000000003,0.470274,0.061045,2023.9735959999998,233.761326,279.994574,268.277976,1373.306025,44.471576
#25,0.91487,0.756612,0.7224579999999999,0.6898759999999999,1.192913,2142.2997760000003,237.63567,263.426906,264.682497,1363.565493,44.639071
#26,0.5802309999999999,0.415902,0.376137,0.387488,0.026911,1974.095125,232.689561,268.612275,273.366683,1276.420732,52.902155
#27,0.63324,0.490132,0.45401400000000003,0.434998,0.065824,2075.073281,250.528288,264.456092,263.508651,1344.5347350000002,46.360477
#28,0.589138,0.439958,0.400984,0.389442,0.206478,2037.935513,240.915286,267.211491,264.777476,1361.85643,56.047278
#29,0.6708310000000001,0.490863,0.457109,0.44161,0.031670000000000004,2056.949148,233.327881,276.190923,274.137202,1273.4907950000002,44.68641
#30,0.591663,0.43365499999999996,0.470294,0.39191699999999996,0.032841999999999996,2112.3615830000003,241.703357,290.95588,267.566729,1449.625153,61.975372
#31,0.6635570000000001,0.528904,0.465785,0.477147,0.02616,2494.2639299999996,237.629909,308.88088,280.678008,1545.225529,44.847933
#32,0.699835,0.518415,0.47835,0.499539,0.06704600000000001,2064.6079670000004,254.590734,275.952474,277.165455,1479.764394,44.592453
#33,2.029605,0.553851,0.48925,0.494409,0.029356,2101.075154,242.159775,279.85457,263.770913,1391.763545,45.010178
#34,0.6013809999999999,0.43742200000000003,0.396285,0.38623599999999997,0.022542000000000003,2103.542563,238.443949,276.606985,268.730778,1407.9005319999999,44.553179
#35,0.684567,0.531279,0.496043,0.48237599999999997,0.034735,2187.106311,303.842327,315.814524,297.346555,1476.248795,44.082905
#36,0.66488,0.519126,0.483499,0.47204700000000005,0.049884,2104.557832,232.059156,288.416867,267.512748,1414.0617550000002,45.794943
#37,0.7008669999999999,0.513215,0.488077,0.466377,0.026329,2068.111764,233.949129,269.884167,272.787234,1496.91102,45.072856
#38,0.850579,0.6686470000000001,0.587785,0.610968,0.048191000000000005,2203.6496620000003,250.235267,272.694619,268.947365,1516.948349,44.417253
#39,0.566364,0.444175,0.406805,0.414449,0.028312999999999998,2050.828632,235.229436,270.321038,267.707825,1430.2683220000001,44.740501
#40,0.7159260000000001,0.5169320000000001,0.484781,0.478019,0.02682,2159.49365,237.471641,269.296802,266.861554,1481.587722,45.156063
#41,0.6864410000000001,0.522442,0.493999,0.480022,0.028554,2001.9516140000003,232.59342,268.543085,267.396419,1451.432681,46.581753
#42,0.599587,0.424107,0.405081,0.392858,0.042951,2139.173398,231.467103,264.521805,265.443619,1465.7421530000001,45.604816
#43,0.6074919999999999,0.454835,0.419719,0.39343,0.047018,2358.9605429999997,234.905407,269.760593,268.384256,1429.333685,44.880805
#44,0.6572960000000001,0.504298,0.5388930000000001,0.490041,0.036889000000000005,2170.045317,238.0828,303.190101,271.837579,1383.1714319999999,44.180989
#45,0.58492,0.423216,0.386096,0.391386,0.020308,2173.120759,291.23261,280.068963,294.795579,1492.704602,45.73413
#46,0.699335,0.550775,0.496073,0.502154,0.025498,2128.87116,242.625341,281.960509,277.602808,1418.2782220000001,44.700907
#47,0.739069,0.538182,0.511161,0.48907,0.029464999999999998,2059.627163,234.781844,269.264291,267.761095,1514.816632,44.37321
#48,0.7302430000000001,0.531689,0.504869,0.498457,0.036599,2159.58926,236.218325,268.023028,267.092488,1463.922572,45.014406
#49,0.698754,0.535416,0.486635,0.48948,0.034394,2256.706828,233.877634,266.286773,263.599431,1475.623088,44.665741
#50,0.718511,0.525428,0.486154,0.493588,0.028904,2242.489039,260.535972,297.943999,286.564976,1465.927251,57.364073
