iteration,query1,query2,query3,query4,query5,query6,query7,query8
#1,1.301286,0.171192,1500.196265,222.326378,255.177398,263.594492,982.844996,30.433094
#2,0.620056,0.061646,1610.764532,228.524852,263.714938,260.333611,1040.626765,30.996032
#3,0.709504,0.025998999999999998,1558.833733,225.281324,273.71628,288.359609,1168.1698629999999,32.327706
#4,0.6033339999999999,0.037681,1773.349648,240.36956,259.611353,259.434441,1026.3598140000001,29.659108
#5,0.6677649999999999,0.045905999999999995,1688.9368240000001,225.729536,282.856504,283.984725,1043.009394,31.118753
#6,0.645744,0.024306,1581.714979,233.281434,268.440031,266.560307,1042.99654,29.275447
#7,1.579209,0.025367999999999998,1619.16785,228.166208,259.420535,257.250035,1015.0500710000001,29.546567
#8,0.679057,0.021390999999999997,1690.1591819999999,223.866253,265.485997,258.682547,1124.895759,30.492997
#9,0.586212,0.030728000000000002,1642.873696,237.23689,264.696583,254.818373,1075.3664549999999,30.340189
#10,0.682884,0.028183,1714.12177,223.859531,259.403253,255.502189,1033.556182,29.740211
#11,0.580832,0.027401,1699.280138,226.140899,258.372925,256.39095,1197.5939600000002,30.589367
#12,0.8636130000000001,0.047028,1906.649899,266.297804,263.141951,266.195722,1082.378588,29.813529
#13,0.679197,0.025037,1759.641287,223.961863,273.070115,260.840725,1095.2433230000001,29.161162
#14,0.6701090000000001,0.032481,1721.063631,236.794929,261.183339,258.964607,1156.118156,29.625986
#15,0.681662,0.027472,1752.4507879999999,257.783698,267.151058,257.426246,1094.7136070000001,29.673646
#16,0.672254,0.02165,1762.651105,225.281754,265.885449,258.838201,1106.413362,29.508615
#17,0.666513,0.025367999999999998,1636.651168,219.653273,262.092418,255.233934,1139.97097,29.508706
#18,0.605789,0.051908,1764.2238610000002,222.077751,256.906278,258.600984,1112.818785,28.345208
#19,0.602993,0.020689,1825.5201969999998,284.626171,287.624878,257.684481,1154.07793,29.466306
#20,0.673856,1.395664,1691.138263,226.298756,260.015533,257.518959,1046.3970330000002,42.250931
#21,0.5923740000000001,0.044815,1896.610516,252.36994,264.459608,267.285231,1172.452345,39.393589
#22,0.7984,0.028003,1785.419318,236.297183,269.451593,262.311991,1179.543606,38.419998
#23,0.653679,0.6651699999999999,1683.0058530000001,230.117656,265.774811,261.548996,1293.1377100000002,39.817195
#24,0.577816,0.03201,1948.8636999999999,229.297374,265.3119,264.031112,1171.1085480000002,55.283441
#25,0.664679,0.02666,1717.658841,243.902762,266.739384,275.368386,1178.186084,38.660781
#26,0.65938,0.028263000000000003,1761.374164,228.566189,269.349481,261.648333,1304.1751399999998,43.204344
#27,0.58505,0.034475,1888.855967,235.099983,275.140819,286.977812,1182.264902,39.136075
#28,0.685168,0.024204999999999997,1859.121938,256.297654,264.543626,261.92835,1185.049236,44.853122
#29,0.897587,0.031389,1707.0370619999999,238.756637,264.92356,263.105042,1283.195469,46.929317
#30,0.584609,0.033273000000000004,1787.365988,239.04007,281.312251,260.01376,1185.5232680000001,46.952339
#31,0.741845,0.740452,1746.03152,232.686986,265.497629,263.378195,1230.8073100000001,44.131356
#32,0.597754,0.033934,1894.257422,233.632824,268.483393,275.103999,1243.0615579999999,45.991262
#33,0.561706,0.025258,1732.75485,230.63089,263.207734,262.454108,1299.539576,44.868903
#34,0.656694,0.057457999999999995,1814.4827269999998,230.067932,264.64173,287.615751,1190.9791839999998,44.895643
#35,0.684046,0.036058,1710.738691,232.292245,267.212003,277.036783,1273.492838,44.166252
#36,0.77652,0.031760000000000004,1920.029423,233.26301,264.522957,259.101666,1297.332256,45.494208
#37,0.56364,0.024556,1681.905665,234.837108,266.053865,264.418581,1233.737268,45.120926
#38,0.5813529999999999,0.036579,1793.665451,232.021475,280.601614,266.337739,1202.249162,44.460515
#39,0.668607,0.027873000000000002,1777.945438,239.744425,265.226891,262.110061,1228.060245,46.219742
#40,0.689867,0.023805,1700.901306,230.502469,263.962424,263.883726,1148.751998,54.029164
#41,0.664249,0.048119999999999996,1821.419428,230.915436,283.904935,273.484284,1299.0070039999998,45.120546
#42,0.644161,0.034795,1840.432472,232.725489,265.385119,264.913492,1367.7344600000001,46.556375
#43,0.674398,0.024326,1703.692454,252.110442,268.784459,264.001187,1302.890575,44.069199
#44,0.661855,0.039384,2001.883196,229.499704,268.275813,291.142001,1287.475585,47.195787
#45,0.604306,0.030658,1876.109735,228.160437,285.821017,262.574765,1280.3616419999998,44.861498
#46,0.802008,0.028393,1750.646316,231.865712,265.581527,263.788035,1228.398872,45.157935
#47,0.6872619999999999,0.032351,1862.773442,238.282035,275.663742,273.005504,1330.731806,48.542008
#48,0.700187,0.03183,1824.6661319999998,239.305519,270.688769,287.206472,1317.555736,44.830811
#49,0.680139,0.028634,1739.9989600000001,244.64657,266.979866,268.310608,1318.998047,45.437762
#50,0.934838,0.047740000000000005,1990.914876,245.679321,266.974757,275.845463,1311.481025,47.988076
