iteration,query1,query2,query3,query4,query5,query6,query7,query8
#1,1.057317,0.125747,1004.7044119999999,214.724577,249.495867,245.034589,532.922503,0.655803
#2,0.7018099999999999,0.02104,1017.260928,209.346116,250.370561,241.841076,528.426029,0.427113
#3,0.481315,0.020619,990.03326,214.700983,247.469246,243.184502,533.328445,0.428726
#4,0.46826999999999996,0.02097,993.548789,219.729035,247.873847,248.890138,580.795212,0.5792390000000001
#5,0.473089,0.015549,1062.810159,208.824085,248.603719,245.231349,530.285856,0.42524900000000004
#6,0.527552,0.016149999999999998,964.045884,219.21535,250.993191,255.345444,568.296324,0.442191
#7,0.463822,0.035256,966.960885,211.721552,246.454078,241.746478,533.458079,0.433765
#8,0.5964020000000001,0.018334,973.648447,215.985709,249.033267,240.989986,572.254355,0.6009099999999999
#9,0.422394,0.020138000000000003,1102.2089589999998,214.790421,269.361974,266.388004,574.214891,0.451639
#10,0.5745,0.017312,1049.890411,214.203157,247.527797,242.176457,541.558568,0.475935
#11,0.536398,0.013664999999999998,1012.5003480000001,249.330536,256.082069,274.175534,574.458559,0.46319099999999996
#12,1.573849,0.023654,1008.9147670000001,205.600674,248.324114,244.662921,531.687491,0.452551
#13,1.986975,0.389593,972.625184,209.693419,251.774771,246.559656,579.120023,0.472147
#14,1.398168,0.018635000000000002,1010.858241,218.927429,251.868858,243.189922,573.323816,0.475735
#15,0.515829,0.038603,958.777921,217.228945,249.401921,246.532566,590.116786,0.454555
#16,0.454444,0.01595,999.338153,207.925195,247.313293,264.387543,555.287929,0.5542720000000001
#17,0.480964,0.032121000000000004,942.46868,202.216402,245.452004,266.418812,536.225231,0.474663
#18,0.482738,0.015589,988.712047,225.192627,262.805248,260.767768,574.7143,0.453743
#19,2.215555,0.019106,977.132858,211.135209,249.749794,256.017428,539.200064,0.443103
#20,0.529676,0.017943999999999998,976.849084,211.663773,265.020062,258.220289,593.731923,0.522432
#21,0.5221420000000001,1.102432,960.541116,213.738234,247.5458,245.27951,546.872919,0.453423
#22,0.493979,0.033773000000000004,968.51133,211.927299,247.500847,244.102728,554.445485,0.450427
#23,0.445859,0.017042,1211.109468,240.15188,249.760484,275.882653,564.687971,0.45468400000000003
#24,0.538944,0.030396999999999997,980.350076,233.28466,246.5453,250.962684,556.197329,0.457931
#25,0.522903,0.046597,1011.069368,211.323183,245.195482,246.018399,528.850507,0.449185
#26,0.52119,0.013996999999999999,959.40001,208.50812,244.068313,244.709508,548.445135,0.47408100000000003
#27,0.525738,0.031489,958.215433,217.789489,252.240386,250.229376,600.130732,0.616239
#28,1.516701,0.022443,1132.615793,250.894216,254.740467,249.909454,550.904849,0.460546
#29,0.82478,0.029675999999999998,961.085188,216.479878,254.550941,244.868778,585.765636,0.45019600000000004
#30,0.533923,0.013906,972.880674,211.133286,245.564756,243.91758,548.221795,0.46811
#31,0.565092,0.015659,980.397335,215.907442,251.940753,244.163041,543.856358,0.445858
#32,0.42740300000000003,0.01597,1056.5427359999999,225.311912,255.082449,259.986599,649.859682,0.6027530000000001
#33,0.533904,2.246364,976.672643,217.551762,244.744233,244.299247,568.836109,0.462098
#34,0.495101,0.01586,1001.810922,217.13029,250.734655,254.866363,558.594275,0.488207
#35,0.448884,0.035296,958.253966,219.632244,247.164313,244.358729,544.679675,0.449746
#36,2.618132,0.017122,998.50678,212.413122,263.330705,264.881682,588.787888,0.459694
#37,0.68095,0.014387,1021.3239560000001,214.347168,252.792073,267.741689,612.866806,0.465134
#38,0.449445,0.03222,956.090639,219.049037,243.026154,241.648113,548.781537,0.451058
#39,0.564221,0.030227,1077.448859,212.770695,264.064986,276.126902,551.804139,0.816665
#40,0.546036,0.017503,1051.308006,217.471261,251.462454,245.751758,545.072163,0.483849
#41,0.539905,0.017824000000000003,990.765797,219.526495,249.780532,281.190853,549.994057,0.451058
#42,0.578628,0.017223,1024.8801819999999,214.883336,248.971501,245.363147,551.319529,0.451869
#43,0.529265,0.030677,949.273613,211.688139,250.336066,245.746097,585.733856,0.46468400000000004
#44,0.490042,0.016311,993.19269,209.963467,260.621243,272.541632,553.803389,0.461628
#45,0.440638,0.015599,1012.165959,212.971151,250.156238,254.419783,582.132797,1.010069
#46,0.6639790000000001,1.183875,1226.074132,245.304206,294.568963,258.959228,535.052567,0.4623
#47,0.49717500000000003,0.02646,980.625414,218.910246,250.908642,242.52406,537.40555,0.456529
#48,0.5250370000000001,0.013796,1031.8036280000001,218.862527,254.852267,243.653183,559.531236,0.461538
#49,0.5155190000000001,0.013766,971.519035,215.281374,249.175485,246.879147,541.396463,0.955787
#50,0.710866,0.016872,986.049922,215.843952,249.35955,247.829233,552.040293,0.44881400000000005
