iteration,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11
#1,0.6061989999999999,0.7584460000000001,0.415411,0.39778800000000003,0.035796999999999995,2027.0882010000003,312.188978,447.534996,445.886827,1438.626015,37.483167
#2,0.741404,0.5246259999999999,0.496493,0.485042,0.053541,2328.28829,329.321107,454.637618,453.708391,1446.892285,37.437121
#3,0.72363,0.524356,0.506282,0.485302,0.043251,2148.765461,324.092347,465.405181,460.89399,1455.033931,36.392096
#4,0.6189640000000001,0.429327,0.394772,0.393349,0.056807,2184.1541119999997,340.20104,470.760129,480.177262,1486.332411,36.645914
#5,0.728189,0.522563,0.507324,0.496964,0.055003,2105.765152,328.379006,474.663476,446.771451,1430.198592,36.509838
#6,0.6834450000000001,0.52643,0.493358,0.486414,0.030607,2158.925682,325.5728,452.590099,483.576703,1571.636952,40.217669
#7,0.719293,0.569861,0.544102,0.514558,0.067106,2146.575044,328.847677,465.107461,460.849677,1684.510181,36.895803
#8,0.710566,0.5273920000000001,0.509177,0.49474,0.054523,2144.970687,320.953926,450.944365,443.716708,1613.127263,42.379413
#9,0.768805,0.561686,0.5705330000000001,0.613113,0.037591,2264.279115,320.141529,451.24988,446.103044,1533.437939,46.179867
#10,0.94713,0.8418329999999999,0.7225779999999999,0.7339600000000001,0.048201,2138.569252,322.889615,451.523755,445.995943,1518.625753,50.454192
#11,1.482487,0.44176,0.407937,0.39888,0.031920000000000004,2219.7078819999997,334.407438,487.986263,458.008245,1590.6815860000002,37.464252
#12,0.6546609999999999,0.454365,0.40189600000000003,0.41907799999999995,0.054283,2308.506141,321.800338,482.784063,458.559863,1552.03946,36.762523
#13,0.557037,0.431411,0.40739600000000004,0.39515300000000003,0.054813,2203.8811769999998,331.938356,501.474171,471.399871,1594.7542429999999,37.560282
#14,0.798101,0.5503250000000001,0.503887,0.501513,0.028804,2256.2860370000003,358.246646,469.022231,463.040236,1716.636408,38.794443
#15,0.769156,0.544434,0.498096,0.509468,0.02628,2160.2034639999997,328.092677,456.460496,449.075913,1595.0593159999999,37.328998
#16,0.767072,0.552168,0.52626,0.5087470000000001,0.044534,2170.994741,326.331676,452.954684,446.071304,1619.273277,37.842423
#17,0.7388790000000001,0.539464,0.5110899999999999,0.495151,1.073278,2247.5784879999997,328.888443,452.529385,444.392207,1731.83431,56.642327
#18,0.731125,0.591041,0.5379109999999999,0.530267,0.046347,2156.4635829999997,322.847957,449.806576,445.243518,1809.521019,36.857982
#19,0.7882709999999999,0.572697,0.5280119999999999,0.534474,0.045917,2150.8641869999997,325.137612,450.997175,449.236775,1629.564295,40.043952
#20,0.7369049999999999,0.570332,0.5672569999999999,0.538142,0.031369,2448.443519,322.826176,450.764928,462.916282,1622.9271970000002,38.030616
#21,0.770619,0.586453,0.555144,0.573078,0.049472999999999996,2148.224875,324.116241,448.860347,461.100739,1539.802344,38.835309
#22,0.5982240000000001,0.464674,0.424087,0.438144,0.051086,2291.706538,388.943785,497.296817,516.458511,1579.2626890000001,38.607401
#23,0.746804,0.5550940000000001,0.51074,0.514627,0.078758,2337.948652,324.134034,452.847914,446.663007,1591.2473400000001,36.87812
#24,0.791418,0.550755,0.541147,0.531109,0.041527999999999995,2368.52812,325.298304,471.651274,489.562025,1585.977793,36.201919
#25,0.7364550000000001,0.522292,0.476536,0.49053199999999997,0.033874,2262.255239,336.287393,464.028002,452.123212,1607.489414,36.263154
