iteration,query1,query2,query3,query4,query5,query6,query7,query8
#1,1.416312,0.13209800000000002,1276.942473,314.829323,438.588316,436.311586,693.478775,0.748047
#2,0.540335,0.037651000000000004,1296.725645,292.559956,428.517593,421.835552,685.761196,0.462269
#3,0.51071,0.033443,1309.4552159999998,296.424211,439.800776,449.738228,689.655427,0.93083
#4,0.45023599999999997,0.047509,1276.890956,292.64172,431.240412,436.875076,722.345093,0.456529
#5,0.464223,0.029866,1452.81475,305.404623,429.650764,429.575562,777.563191,0.541969
#6,0.468481,0.020248000000000002,1421.8878280000001,365.915413,456.975924,457.582355,678.322391,0.5103489999999999
#7,0.574039,0.018776,1369.039904,303.281312,428.017774,438.510861,726.079143,0.656965
#8,0.54788,0.027792,1399.18142,306.625068,435.86663,425.18558,712.294618,0.4787
#9,0.660311,0.021870999999999998,1337.115297,304.920194,437.144462,431.671733,737.273257,17.41518
#10,0.5161,0.025438,1287.6259080000002,293.673009,430.729291,422.96235,685.991879,0.483489
#11,0.521711,0.018725000000000002,1312.9358399999999,301.76412,438.773885,446.410902,748.563212,0.48724599999999996
#12,0.522292,0.024024999999999998,1362.721236,298.004843,433.080632,427.314111,692.458657,0.492787
#13,0.46927199999999997,0.019907,1292.21204,298.592036,427.86138,421.053401,678.546272,0.51636
#14,0.560704,0.017793,1300.596302,305.41362,430.306927,436.181031,738.744673,0.650593
#15,1.363794,0.022212,1337.572967,318.580784,461.048902,435.886657,689.239275,0.502695
#16,0.54222,0.042019,1293.4177570000002,301.846945,456.348825,422.641707,687.720189,0.506051
#17,0.45990499999999995,0.016309999999999998,1317.495793,300.394595,430.666133,452.394091,759.005032,0.50006
#18,0.555154,0.047238999999999996,1373.827816,329.558142,435.320493,437.98436,710.910896,0.481225
#19,0.499479,0.050355,1284.468993,293.005224,427.758777,431.784615,695.087179,0.521069
#20,1.405713,0.03731,1318.643851,301.732411,428.796668,427.313039,676.113729,0.45990499999999995
#21,0.591832,0.024206,1328.8070480000001,299.808654,435.805645,435.039906,792.248059,0.484741
#22,0.445487,0.023905000000000003,1302.7068390000002,298.123315,432.061986,432.03192,675.196143,0.475795
#23,0.825602,0.041237,1355.904871,303.240325,436.518635,427.957611,717.425073,0.496363
#24,0.56362,0.0157,1279.9983889999999,299.20014,428.391797,420.808962,708.286263,0.535236
#25,0.5576380000000001,0.023023,1543.195203,303.569434,428.879444,427.120357,718.565738,0.49983999999999995
#26,0.470474,0.014827,1339.045886,299.351153,443.85109,456.597313,698.527306,0.486214
#27,0.55808,0.018355,1317.046468,302.79622,432.062037,432.201238,705.521244,0.503817
#28,0.5777559999999999,0.018393999999999997,1340.21809,317.633854,450.045014,425.171894,737.611904,14.755089
#29,0.5607340000000001,0.015328,1300.0579599999999,308.940862,433.509067,436.258095,730.336968,0.49691399999999997
#30,0.540756,0.035747,1278.683586,301.318312,435.862031,421.400694,686.602137,0.487907
#31,0.577716,0.032822000000000004,1326.3139409999999,322.72189,455.67023,451.671462,728.99289,1.294915
#32,0.6204959999999999,0.017372,1362.630014,300.563744,433.040968,436.09545,685.824936,0.492115
#33,0.570963,0.019026,1315.445578,306.957793,426.398811,431.841201,690.271375,14.183716
#34,0.567036,0.032631,1287.4594960000002,310.84972,460.805444,444.213442,865.950558,0.5052099999999999
#35,0.485954,0.02092,1408.131817,300.852506,452.405282,432.1803,695.768649,0.48462099999999997
#36,0.53749,0.017152,1355.074249,301.504803,443.221056,426.345129,717.53517,0.5038279999999999
#37,0.7731939999999999,0.019747,1269.4467220000001,298.507357,429.668867,421.976687,698.49725,0.517904
#38,0.5193869999999999,0.039674999999999995,1354.719202,306.049136,440.647146,430.812317,705.852187,14.997044
#39,0.560404,0.020077,1310.065314,300.476579,445.998638,426.469103,715.14112,0.495211
#40,0.601401,0.015458999999999999,1314.412957,297.101635,427.801557,423.43608,704.873266,0.503216
#41,0.514447,0.018004000000000003,1328.807429,315.108597,469.368583,469.162254,706.01898,0.511101
#42,1.559131,0.039113,1418.59078,326.344961,461.263876,469.347383,682.026304,14.478129
#43,0.709194,0.040906,1390.1546199999998,296.832698,430.825011,420.866479,704.329815,0.788102
#44,0.464063,0.056646,1275.097275,300.661747,425.904421,425.709524,710.448698,0.490722
#45,0.551667,0.046748,1364.564881,298.169973,430.608635,421.935319,723.685613,0.491073
#46,0.5478,0.015259,1288.404411,297.612074,432.509889,425.421113,669.661348,0.46419299999999997
#47,0.596621,0.020257999999999998,1262.513758,297.74331,432.253176,423.167145,687.468275,0.473951
#48,0.472468,0.019838,1387.695938,301.051841,450.335791,450.636316,699.387022,0.9107419999999999
#49,0.5746910000000001,0.039865000000000005,1301.331394,310.142602,435.732096,498.931851,678.172889,0.463702
#50,1.046427,0.026629999999999997,1329.367471,298.452695,438.712099,425.667966,725.416857,0.487146
