iteration,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11,query12,query13,query14
#1,0.7855281000000002,0.6241837333333334,0.44549113333333323,0.45220446666666686,0.4947481333333332,0.4621662333333333,0.44827716666666667,0.0403599,1855.7480502333326,207.62564736666664,296.12780156666673,291.62707233333333,1343.9435963,6.9110814666666665
#2,30,30,30,30,30,30,30,30,30,30,30,30,30,30
