iteration,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11,query12,query13,query14
#1,0.8936094000000002,17.23772783333333,16.998382166666666,16.817677933333336,18.033138666666666,18.04511736666667,16.321407866666664,0.05726666666666666,4265.131065433333,255.24206476666663,356.84855643333333,349.07732386666663,4471.447884333333,183.11775306666667
#2,30,30,30,30,30,30,30,30,30,30,30,30,30,30
