iteration,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11,query12,query13,query14
#1,1.0189873999999997,4.725290099999999,4.297884166666667,4.358760466666666,5.963280066666665,4.2016951333333346,4.101356166666666,0.04996536666666667,3680.1062417666667,159.46413906666666,182.3310991666667,181.49996490000007,3845.661220866666,147.81024656666665
#2,30,30,30,30,30,30,30,30,30,30,30,30,30,30
