iteration,query1,query2,query3,query4,query5,query6,query7,query8
#1,2.2155177999999998,0.056310099999999995,690.9319408000001,7669.840248099999,6950.1176079,5388.185108399999,269707.1291589,6.974397999999999
#2,10,10,10,10,10,10,10,10
