iteration,query1,query2,query3,query4,query5,query6,query7,query8
#1,0.5204719999999999,0.02398,696.727132,6430.277120000001,1103.9869680000002,1150.046589,149722.546496,1.977993
#2,0.694601,0.018814,765.360022,6672.2384999999995,1955.934924,1863.8366930000002,192046.838228,3.573826
#3,0.7094539999999999,0.022638000000000002,804.942328,7345.733848,7612.1041270000005,3832.5130839999997,259034.08521,5.780888
#4,0.555449,0.013509,807.847701,8513.208563999999,8760.400344000001,5636.253358,337436.249977,6.998581
#5,0.668275,0.013389,821.19328,9270.798718,9424.175383,6901.161837,369436.199761,8.249411
#6,1.235889,0.013465,768.937963,9749.372001,10156.198028,7846.342367,406968.913722,10.059312
#7,0.5903959999999999,0.016205999999999998,889.15041,11388.403436999999,11339.870161,9349.206489,468931.61982100003,12.821121
#8,0.916534,0.017986000000000002,941.678003,12667.432496,12872.031434,11070.347208,558076.9751510001,15.646208
#9,0.560693,0.022152,871.292597,13819.969576,13897.910028,11997.570119,634969.746945,17.319559
#10,0.678166,0.014682,832.792937,14838.143643000001,15403.076817000001,13267.278888,671723.167561,18.685754
