iteration,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11
#1,0.5718949999999999,0.788894,0.407255,0.40429000000000004,0.03182,1432.013203,336.995905,461.895182,440.798231,742.054126,0.51579
#2,0.55326,0.425841,0.39480200000000004,0.401204,0.018094000000000002,1479.1211449999998,304.632112,438.273104,455.073638,765.10995,1.130886
#3,0.7573540000000001,0.640454,0.602072,0.5862820000000001,0.020679,1521.395259,299.966771,429.822126,427.741364,745.894725,0.505391
#4,0.5489919999999999,0.448724,0.40394,0.404981,0.028422999999999997,1500.611055,297.692866,440.931792,429.299203,715.104541,0.485102
#5,0.604716,0.463611,0.417435,0.404621,0.036588999999999997,1414.2688830000002,301.407449,435.411674,434.038553,789.262556,0.651895
#6,0.566364,0.43101100000000003,0.427935,0.40063299999999996,0.055774000000000004,1586.274822,304.285219,477.212539,439.987657,736.836356,0.5160399999999999
#7,0.613895,0.524105,0.487106,0.525207,0.065613,1471.673123,299.685632,425.802769,426.698184,763.404453,0.651174
#8,0.5179539999999999,0.37768999999999997,0.331984,0.323438,0.016972,1462.625804,305.794356,434.206328,431.938635,749.70582,0.484591
#9,0.583928,0.433044,0.42025,0.392397,0.027141,1516.0542480000001,300.85467,430.53207,424.729793,750.95547,0.5375209999999999
#10,0.5235639999999999,0.402707,0.392137,0.393801,0.016491,1457.976583,297.896198,430.733339,446.897047,720.842808,13.974331
#11,0.5386230000000001,0.470274,0.400403,0.410993,0.019036,1416.8895109999999,298.42899,433.087856,429.603194,761.762877,0.536208
#12,0.625325,0.533413,0.482497,0.514126,0.022442,1512.0735750000001,307.975437,432.833567,456.199926,724.203326,0.505811
#13,0.508706,0.37210899999999997,0.34940699999999997,0.33113299999999996,0.01613,1439.848052,302.097286,457.288712,439.50018,748.199759,0.519577
#14,0.481916,0.357993,0.328898,0.331804,0.014587,1464.585378,304.33914,440.314963,431.391105,722.280341,0.5253479999999999
#15,0.5181939999999999,0.370036,0.371258,0.345119,0.575331,1547.618859,338.518478,512.037038,461.145343,821.516182,15.376447
#16,0.701569,0.775868,0.485203,0.477257,0.0316,1452.8396859999998,302.439058,437.810003,435.843236,712.909514,0.505661
#17,0.5974640000000001,0.44547699999999996,0.40784699999999996,0.39605399999999996,0.015739,1461.675037,306.432356,427.816205,423.979482,731.385047,0.522091
#18,0.451699,0.33945800000000004,0.341803,0.32300799999999996,0.038703,1523.96994,304.137782,435.259989,439.365246,754.884967,0.729071
#19,0.490862,0.365307,0.33580200000000004,0.331864,0.031099,1472.886434,296.047453,431.349067,423.876499,802.896147,0.505871
#20,0.599908,0.449625,0.417074,0.40065300000000004,0.017122,1420.803188,294.190212,425.497024,434.307839,728.913381,0.5041680000000001
#21,0.545826,0.432744,0.398349,0.38928199999999996,0.018213999999999998,1514.280514,323.092346,461.82988,430.701369,751.240796,0.512925
#22,0.49225599999999997,0.410713,0.361891,0.365577,0.043311,1526.1515610000001,313.873565,435.598365,430.976406,732.72658,0.6439210000000001
#23,0.56937,0.44378500000000004,0.407145,0.41564100000000004,0.041438,1523.883838,333.141568,476.575291,443.311285,817.821096,14.706868
#24,0.498287,0.37692899999999996,0.347764,0.354406,0.039534,1474.3484019999999,304.368286,477.47348,463.334057,773.938297,0.49918799999999997
#25,1.031209,0.356911,0.334909,0.326484,0.020539,1497.7413399999998,291.391239,430.166674,426.50506,754.901338,21.783262
#26,0.47813900000000004,0.36512599999999995,0.335641,0.344538,0.044403,1516.067894,301.44486,431.209584,427.800716,726.386911,0.5029049999999999
#27,0.576725,0.449756,0.433154,0.410091,0.028133,1444.840508,300.401528,432.463272,427.796317,745.449719,0.49165499999999995
#28,0.602202,0.486445,0.438184,0.475404,0.021651,1503.954872,305.331396,431.402878,430.428325,750.057411,0.551397
