iteration,query1,query2,query3,query4,query5,query6,query7,query8
#1,0.7942053599999999,0.054639940000000005,1999.7592211399997,327.49452638,465.43799764000005,459.70016702000015,1480.4625516800004,35.47809424
#2,50,50,50,50,50,50,50,50
