iteration,query1,query2,query3,query4,query5,query6,query7,query8
#1,0.60384738,0.051592080000000005,1810.26770552,300.47205585999995,401.40233838000006,404.0206261599999,1327.1657887000003,26.699237640000007
#2,50,50,50,50,50,50,50,50
