iteration,query1,query2,query3,query4,query5,query6,query7,query8
#1,0.44677999999999995,0.042938000000000004,1145.7153870000002,274.093248,381.046283,376.566701,693.534584,0.41600400000000004
#2,0.391243,0.022666,1131.336355,277.070204,391.713426,390.9856,704.528531,0.434108
#3,0.474351,0.018958,1203.912139,280.372601,372.118335,378.258021,699.428104,0.431272
#4,1.158032,0.029640999999999997,1146.914602,282.827719,391.87538,378.895089,762.491641,0.396656
#5,0.406771,0.014938,1168.162111,285.058,385.806419,383.534048,682.362425,0.43034300000000003
#6,0.404395,0.030361,1160.757644,272.363782,377.242936,410.294091,691.695245,0.397931
#7,0.427964,0.014849,1218.907188,283.749846,384.080581,380.705815,788.127317,0.422348
#8,0.411824,0.034344,1172.388383,284.84045,380.264254,377.830341,692.23627,7.48585
#9,0.383543,0.015099999999999999,1212.915869,278.823662,382.708654,380.262021,687.376964,0.398902
#10,0.403668,0.018866,1137.071561,284.126294,373.134899,376.17787,750.491315,0.46839
#11,0.433242,0.043133000000000005,1142.631012,274.560241,388.263344,385.750122,725.091063,0.40242500000000003
#12,0.443013,0.022775,1196.515142,278.005334,377.849568,375.337874,721.703317,0.409941
#13,0.410439,0.015051,1148.037389,285.143122,379.051303,394.530203,702.727524,0.444304
#14,0.415874,0.025349,1172.9807640000001,279.440545,384.844185,378.341823,713.926072,0.39989800000000003
#15,1.207892,0.015345000000000001,1171.716483,281.937074,381.435326,378.705819,733.62562,0.40323200000000003
#16,0.42767099999999997,0.025203,1149.062385,283.083554,380.458055,394.43372,728.895704,1.643319
#17,0.538107,0.031937,1168.665086,286.584415,385.517287,381.843599,690.233028,0.449318
#18,0.42144600000000004,0.023447,1196.433591,281.033326,381.099989,377.845366,697.516765,0.401901
#19,0.40804700000000005,0.023898,1161.977096,286.520425,382.928726,400.055016,761.114228,0.408264
#20,0.418767,0.015444000000000001,1149.5058199999999,284.046995,382.068263,371.757735,708.033422,0.45005399999999995
#21,0.426042,0.017035,1197.237759,278.941341,382.858041,377.786994,702.960236,0.426085
#22,0.401052,0.014284000000000002,1180.91294,283.393747,415.546067,429.612906,733.349019,0.413178
#23,0.458539,0.035713999999999996,1192.223094,280.442981,387.545101,388.032831,690.712908,0.423714
#24,0.396068,0.015474,1178.322286,275.592896,375.608392,378.395952,753.223944,0.451635
#25,0.40278800000000003,0.017603,1378.72682,305.141748,396.629671,427.132224,705.509057,0.400673
#26,0.41039,0.013942999999999999,1181.008106,275.688264,387.567931,383.584271,706.393175,0.412687
#27,1.753687,0.028477,1195.524408,280.882969,385.890627,383.594251,688.287379,0.430307
#28,0.543815,0.015538,1178.842776,273.380979,407.940201,420.218301,745.892906,0.40934899999999996
#29,1.357409,0.019267,1155.614781,280.129221,379.145298,378.718029,686.489105,0.45052
#30,1.010354,0.030824999999999998,1232.692896,284.559749,386.857709,392.087899,713.488488,0.421879
#31,0.430088,0.015497,1136.7717879999998,291.131914,435.602528,391.903204,715.107097,0.509806
#32,0.9655940000000001,0.021672999999999998,1167.525019,277.494765,383.17637,387.82725,734.73128,0.436682
#33,0.428558,0.015626,1160.971448,280.316823,381.732406,376.764234,688.07021,0.425367
#34,0.425196,0.026316,1148.839806,282.682939,457.924817,398.452805,687.233455,0.40151299999999995
#35,0.42688600000000004,0.031892,1195.807854,281.686147,394.403212,395.164106,711.955817,0.40939299999999995
#36,0.44717399999999996,0.021335,1151.2408220000002,282.193354,375.09675,373.474077,710.55614,0.39999900000000005
#37,0.49542899999999995,0.024262,1188.24885,297.61747,403.277816,388.811867,690.024724,0.399149
#38,0.428919,0.034856000000000005,1148.939691,327.32909,396.659601,394.745399,739.677741,0.45018400000000003
#39,0.430682,0.017495999999999998,1183.277304,281.407454,385.033711,389.766603,687.538735,0.394121
#40,0.393049,0.07233400000000001,1173.762054,326.884963,392.033358,389.639209,691.036439,0.570167
#41,0.40108699999999997,0.028627,1163.148884,286.452726,385.199698,379.808994,692.033541,0.441453
#42,0.472103,0.01625,1247.981606,278.766852,378.82033,372.668059,696.752143,0.448778
#43,0.40802,0.039240000000000004,1181.516592,343.443661,395.462837,381.941997,705.240504,0.408195
#44,0.503379,0.025154,1173.8221369999999,300.483774,386.955842,379.848814,708.092929,0.39838799999999996
#45,0.396793,0.021667000000000002,1176.2357459999998,282.081178,387.559902,385.991631,700.310699,0.426699
#46,0.42663,0.01549,1176.829551,305.546489,403.316028,381.817129,710.89414,0.410781
#47,0.42131799999999997,0.022423,1140.902888,291.870384,392.926974,380.742101,731.99906,0.402553
#48,0.434833,0.034178,1173.107801,280.906328,395.010864,375.4392,705.257922,0.433201
#49,0.42160000000000003,0.015835000000000002,1261.950213,289.652293,384.296974,387.955283,703.900771,0.454421
#50,0.41776100000000005,0.053245,1204.912827,290.71468,382.261173,380.064807,686.587343,0.424398
