iteration,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11
#1,0.4728562999999999,0.3137106600000001,0.28747784,0.27322884,0.025650399999999993,1291.02759102,285.30841666,387.17172196,383.96320870000005,718.0140866600003,0.65540012
#2,50,50,50,50,50,50,50,50,50,50,50
