iteration,query1,query2,query3,query4,query5,query6,query7,query8
#1,2.332439,0.827783,1670.92199,304.006242,423.841526,403.259787,1172.383838,24.587664
#2,0.47704,0.042195,1653.9085120000002,291.480729,391.897602,397.920224,1199.229564,21.958883
#3,0.501509,0.02913,1748.548422,291.384874,409.28356,391.080557,1221.258112,21.716673
#4,0.467085,0.077393,1743.631399,288.539925,396.380148,392.347166,1248.738594,21.490255
#5,0.5111,0.03502,1703.183988,293.83646,406.312374,384.465539,1219.230064,22.935491
#6,0.494358,0.022639,1739.105072,301.122619,394.162333,386.952727,1235.0771089999998,26.186786
#7,0.5003759999999999,0.028593,1697.051084,302.898696,388.896476,385.114043,1291.5730139999998,21.823645
#8,0.490303,0.024269,1795.328476,289.425749,387.796284,388.969435,1181.151926,22.210889
#9,1.13048,0.028812,1700.037467,295.389994,388.61121,391.873004,1195.639643,21.802903
#10,0.525646,0.041142000000000005,1757.5777150000001,315.017532,400.895109,402.472692,1208.7814290000001,22.079458
#11,0.763424,0.028146,1705.613273,291.825791,390.937111,407.337001,1281.793548,22.114647
#12,0.599463,0.036796999999999996,1772.44762,292.244353,385.086699,406.435866,1290.233985,22.050449
#13,0.553022,0.047429,1725.743804,293.734591,402.418364,427.522074,1299.222057,21.8436
#14,0.483558,0.054236,1737.8505369999998,291.299617,388.184151,397.008409,1401.491196,23.224431
#15,0.574911,0.092538,1918.7902569999999,294.101546,407.203818,397.131007,1268.6613909999999,22.01522
#16,0.5550109999999999,0.031856,1778.045214,292.801611,397.793713,393.436285,1265.609736,24.539596
#17,0.530437,0.045929000000000005,1696.997594,292.139993,393.900326,395.669484,1233.857237,21.872217
#18,0.477993,0.022556999999999997,1762.993628,294.712901,413.157192,410.783724,1244.630747,21.939218
#19,0.5919800000000001,0.024039,1898.186189,296.289115,398.501794,409.523526,1254.786658,22.807918
#20,0.525664,0.032983,1737.831481,293.665114,428.133914,398.701129,1220.9908149999999,30.534126
#21,0.566965,0.064042,1801.477448,328.790181,396.019783,388.389801,1378.7025859999999,28.270219
#22,0.492816,0.052517,1788.263526,304.959663,392.838793,399.290071,1377.0775689999998,31.782614
#23,0.5323880000000001,0.030583,1877.845338,317.982144,443.684697,416.809051,1321.917138,29.268049
#24,0.48959800000000003,0.021653,1833.3385520000002,300.40001,386.198689,413.428348,1363.054796,28.222096
#25,0.49550099999999997,0.045051,1802.849462,293.175881,397.762762,466.929769,1354.9053490000001,28.732141
#26,0.495608,0.022838,1794.869177,301.36948,392.725491,399.697447,1339.335145,28.407753
#27,0.5182469999999999,0.030413,1763.814669,302.226686,388.331976,407.177199,1402.220047,29.712155
#28,0.516922,0.032715,1904.0278859999999,299.581649,394.821877,395.367005,1361.545512,30.105446
#29,0.516961,0.037949,1814.92937,295.138872,397.22337,390.486267,1465.3728720000001,27.977966
#30,0.563971,0.041604,1783.746018,294.710478,394.317008,412.345883,1389.537397,28.107964
#31,0.571378,0.031851,1792.885266,297.579107,390.236237,394.403015,1412.293427,30.075816
#32,0.502565,0.036979,1812.4735309999999,297.273568,387.709983,384.031536,1384.500028,30.02484
#33,0.5461520000000001,0.034874,2001.7401590000002,296.921392,393.339078,389.670788,1400.059291,38.13029
#34,0.504946,0.025161000000000003,1817.741446,311.141362,392.398394,394.999124,1334.324815,28.390433
#35,0.521548,0.052084000000000005,1829.043587,297.661917,391.266316,397.370926,1342.643786,28.355714
#36,1.516371,0.041386000000000006,1947.647698,301.322041,392.390187,397.344468,1328.598651,27.734549
#37,0.533477,0.028417,1893.9064489999998,299.748055,401.230757,404.315229,1329.996546,28.158459
#38,0.704099,0.030596,1900.938977,300.778987,398.395424,415.733584,1332.487041,28.42541
#39,0.547851,0.023481000000000002,1856.823104,291.026056,397.001155,393.890145,1340.127967,28.110743
#40,0.528556,0.030827999999999998,1917.082795,301.798333,397.269723,396.929734,1259.6190780000002,32.354072
#41,0.508693,0.027565000000000003,1826.5770189999998,317.323118,411.867086,402.523181,1377.026268,28.742199
#42,0.5348390000000001,0.036116,1923.3616419999998,318.021127,403.636716,398.465676,1397.860421,29.783707
#43,0.505291,0.029782,1834.447404,304.31239,413.180901,391.593729,1442.560957,28.365389
#44,0.513617,0.029386,1800.6919850000002,333.447651,431.076388,400.779708,1418.152296,29.264858
#45,0.49017,0.031021,1907.579962,316.248907,397.32176,396.919282,1377.347469,28.125122
#46,0.546886,0.034332,1844.411451,296.581933,441.193329,478.261441,1445.947013,28.157325
#47,0.643169,0.023572,1876.003474,301.093809,437.688844,393.910374,1436.396217,27.831085
#48,0.5464589999999999,0.021030999999999998,1953.224271,296.860681,428.840777,441.185859,1429.038029,28.125593
#49,0.5332619999999999,0.035244,1868.280223,295.986484,394.749298,420.967816,1465.540143,28.092476
#50,0.618264,0.023047,1799.569665,304.223379,392.006416,449.811173,1415.760918,28.39333
