iteration,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11,query12,query13,query14,query15,query16,query17,query18,query19,query20,query21,query22,query23,query24,query25,query26,query27,query28,query29,query30,query31,query32,query33,query34,query35,query36,query37,query38,query39,query40,query41,query42,query43,query44,query45,query46,query47,query48,query49,query50,query51,query52,query53,query54,query55,query56,query57,query58,query59,query60,query61,query62,query63,query64,query65,query66,query67,query68,query69,query70,query71,query72,query73,query74,query75,query76,query77,query78,query79,query80,query81,query82,query83,query84,query85,query86,query87,query88,query89,query90,query91,query92,query93,query94,query95,query96,query97,query98,query99,query100,query101,query102,query103,query104,query105,query106,query107,query108,query109,query110,query111,query112,query113,query114,query115,query116,query117,query118,query119,query120,query121,query122,query123,query124,query125,query126,query127,query128,query129,query130,query131,query132,query133,query134,query135,query136,query137,query138,query139,query140,query141,query142,query143,query144,query145,query146,query147,query148,query149,query150,query151,query152,query153,query154,query155,query156,query157,query158,query159,query160,query161,query162,query163,query164,query165,query166,query167,query168,query169,query170,query171,query172,query173,query174,query175,query176,query177,query178,query179,query180,query181,query182,query183,query184,query185,query186,query187,query188,query189,query190,query191,query192,query193,query194,query195,query196,query197,query198,query199,query200
#1,96.638749,68.765038,97.791467,66.379903,96.68776,66.76087,98.114505,67.347643,96.974876,66.793985,97.811577,65.771684,99.907877,68.408014,96.377937,67.458298,100.082587,67.758169,108.994309,67.359977,97.024211,69.943514,100.869541,70.954015,109.395433,66.995004,97.521691,67.828785,96.917224,67.101343,97.735134,67.972419,97.485132,67.74136,96.219009,70.675746,109.251067,67.343366,98.006581,75.202931,109.534018,76.195066,102.211769,67.732356,97.929333,67.643327,100.121493,68.847793,97.692739,67.746092,98.170278,66.883408,96.898809,66.976242,97.521006,68.152076,97.499654,68.204924,101.145091,67.465625,97.216853,67.147378,98.482375,67.056411,97.300188,67.843925,97.584625,68.957186,99.231564,67.607436,101.803579,67.521162,97.433756,67.422725,105.046805,79.429398,113.079915,77.690982,114.275143,77.252598,112.235182,77.951477,115.076766,79.809041,110.18401,74.720172,104.443839,68.080075,97.877256,67.547922,100.109238,67.73557,97.107101,74.110715,96.867213,67.443503,96.455305,66.794275,97.264277,67.470655,96.988958,67.005486,96.801598,67.274825,102.821286,71.222835,96.353289,68.821601,96.547263,68.110276,98.074321,67.72638,97.669493,73.92933,106.557469,66.458059,97.441169,71.192345,96.929273,70.372604,98.418749,67.496111,97.793543,67.51913,97.074486,66.142026,96.786379,67.282301,97.806502,69.812785,99.597527,67.614943,105.65449,68.210083,97.00144,67.516016,97.159327,66.740891,99.54186,66.791978,101.348119,67.589035,106.568141,85.856875,104.360332,67.003202,97.566498,67.431904,96.186489,66.804774,96.579787,66.64706,100.788613,67.634877,99.244368,67.364722,98.980051,67.336076,96.491216,67.705129,97.150315,67.471836,97.662327,66.654468,110.808284,75.935277,116.509824,86.149136,113.692187,67.461806,96.253739,67.135899,97.112316,67.477747,97.031668,67.20507,99.349902,70.561377,97.972126,67.062161,97.27724,67.093749,97.351184,68.152526,97.593898,67.681196,97.014001,67.591844,101.981799,67.458779,97.226357,67.011256,97.04471,67.263084,96.628723,67.931275,102.415548,66.966814,100.336429,88.879876
