iteration,query1,query2,query3,query4,query5,query6,query7,query8
#1,3.914268,0.254538,733.914663,132.034672,160.231241,165.979087,351.449016,0.741564
#2,0.6855789999999999,0.043813000000000005,640.274251,147.834035,152.949141,165.831319,384.994732,0.47996300000000003
#3,3.576784,0.029295,706.120361,136.098161,165.98592,166.025745,389.426483,0.484401
#4,0.6131530000000001,0.022952999999999998,666.951003,137.420267,160.960943,152.505918,389.301067,0.480854
#5,0.538913,0.036378999999999995,586.471894,125.687149,150.487964,149.267149,363.648832,0.582284
#6,0.5130650000000001,0.015368999999999999,601.293458,135.153185,154.8582,174.541674,455.421743,0.846902
#7,0.5414779999999999,0.029415,606.85832,125.434604,147.030053,146.256849,339.100701,0.757734
#8,0.461978,0.05328,647.10843,126.806364,153.120784,162.344023,331.722,0.480173
#9,0.543562,0.027181,609.131795,150.19906,151.738124,147.828073,320.396168,0.466687
#10,0.448974,0.012964,605.700463,129.548949,173.05528,156.67241,396.337385,0.460416
#11,0.578237,0.02134,643.936135,139.167151,161.5869,155.056533,335.022154,0.471566
#12,1.147638,0.041628,886.124324,182.960572,206.095766,210.125351,506.168435,0.8723200000000001
#13,0.487536,0.015710000000000002,664.619379,145.037157,185.508932,175.638527,364.632941,0.47346
#14,0.5557949999999999,0.020978999999999998,619.237904,132.646492,159.483946,154.885562,335.335473,0.467349
#15,0.591131,0.023003,606.071951,126.221203,147.927881,147.077302,345.931484,0.508997
