iteration,query1,query2,query3,query4,query5,query6,query7,query8
#1,0.8288540666666666,0.04089433333333334,926.9185509333333,209.98656393333334,297.9497942,295.5355588666667,505.85752413333347,0.5937390000000001
#2,15,15,15,15,15,15,15,15
