iteration,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11
#1,1.549192,2.023875,1.447791,1.381657,0.06832899999999999,1172.3028040000002,138.342671,174.279672,197.510966,774.668299,26.39913
#2,0.836503,0.66511,0.5781069999999999,0.567717,0.053531,1306.861601,137.736541,173.308096,165.724018,738.960068,23.21816
#3,0.809412,0.5303669999999999,0.478329,0.484892,0.035035,1175.022646,137.27803,157.254695,158.077082,786.389655,23.058409
#4,0.7364339999999999,0.514597,0.661063,0.577135,0.342785,1335.217529,182.434653,165.413073,169.656761,836.856833,24.765789
#5,0.670601,0.5134249999999999,0.475724,0.4894,0.038552,1460.7123470000001,221.309858,262.266535,271.584813,1270.072758,30.026268
#6,0.816345,0.662045,0.637558,0.689767,0.043622,1645.574233,158.397804,190.01838,186.086308,912.529455,28.882017
#7,0.7575940000000001,0.679678,0.598495,0.5039669999999999,0.087475,1423.681169,162.57079,184.489146,172.477053,829.953334,23.447921
#8,0.633932,0.464553,0.425119,0.3988,0.054813,1344.175049,158.722315,176.809298,160.067884,804.64794,31.207399
#9,0.6454030000000001,0.408889,0.383801,0.387909,0.027402000000000003,1258.463724,145.333874,165.136683,159.230359,776.235305,24.114185
#10,0.7428170000000001,0.6005389999999999,0.48952100000000004,0.609235,0.040555999999999995,1220.9387179999999,137.64522,164.004766,163.415358,736.056169,24.055223
#11,0.748177,0.5165109999999999,0.491274,0.486565,0.037149999999999996,1150.5081189999999,139.536605,159.035633,157.340266,770.801079,24.969843
#12,0.62254,0.438164,0.4092,0.416754,0.036128,1293.810535,148.499245,168.388186,163.904797,846.705728,23.754538
#13,0.589859,0.5455249999999999,0.479251,0.49727499999999997,1.524376,1339.581043,144.695605,178.348561,162.705973,746.028818,23.088085
#14,0.751122,0.528965,0.502074,0.48319799999999996,0.024216,1201.6303779999998,143.243274,167.026256,211.093621,814.010972,23.076934
#15,0.7053959999999999,0.48948,0.487066,0.47609500000000005,0.035306,1329.710466,182.82116,165.662322,175.608099,848.685159,23.966947
