iteration,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11
#1,0.772358,4.791259,0.553363,0.327138,0.019975,906.131749,6108.229964,6276.680300999999,4091.990411,188617.57444899998,2.715767
#2,1.66191,2.213547,1.481129,0.993775,0.011878,838.609917,7149.826754000001,7315.001021,4981.886090999999,254612.593371,5.645151
#3,0.470989,3.164007,2.281419,1.329934,0.013875,840.658993,8566.763578,8609.195698000001,6162.726093,310609.692218,6.481253
#4,0.897594,3.43649,3.131151,2.344416,0.016144,871.170355,9249.363359,9266.662332,6963.3917519999995,360634.855645,8.505802
#5,0.575938,4.946677,4.063345,3.627897,0.015326000000000001,921.227669,10296.521927,10341.877572,8064.135456000001,411158.469602,9.302278
#6,0.5728179999999999,5.650233,4.257266,4.0479,0.013108,867.357648,11241.324837,11145.664883,9204.152656,455594.411042,10.941526
#7,0.800787,5.712429,5.691213,3.972699,0.012265,923.041958,12284.106016999998,12947.914083,11457.173317,517791.90147099993,14.252349
#8,0.856573,7.220282,7.95555,5.063895,0.016629,1098.549852,14829.716416,15602.966821,13724.448406000001,615629.143656,13.282385
#9,0.671402,8.579344,8.222209,7.572685,0.031487,1019.6129169999999,14210.305747999999,14461.194299,13192.926947,635214.542283,16.234745
#10,0.5648139999999999,9.751648,8.253457,6.746874,0.253237,975.927193,14991.705984,15196.942476,13976.000266,678780.980345,20.604949
