iteration,query1,query2,query3,query4,query5,query6,query7,query8
#1,0.57853,0.023341,686.181034,5249.306629000001,1047.7831410000001,1078.0336530000002,106106.493168,1.702263
#2,0.395188,0.01524,698.436005,5807.411547,2088.238058,1999.5290349999998,168626.67669000002,3.408378
#3,0.48841,0.019257,664.8552,5545.97182,5939.556833000001,3313.172477,188682.055738,4.050039
#4,0.377923,0.010619,673.269955,6053.629607999999,6334.295494,4358.676694,222403.87906099999,5.004668
#5,0.49857100000000004,0.024095,717.67247,7004.42897,7263.716051,5307.0031850000005,253411.345042,5.660514
#6,0.489499,0.027026,699.747612,7781.1443819999995,8127.058660999999,5891.336518,283917.090697,7.192633
#7,0.5142100000000001,0.13279400000000002,686.976342,9099.771934999999,8496.462196999999,6577.742619000001,322390.807662,17.337081
#8,0.583834,0.012458,713.958224,8712.454985,9366.213149,7627.352768,359118.553131,9.391478
#9,0.505329,0.019899,765.202552,9473.685478,9620.994453,8088.721722000001,396847.563374,9.881706
#10,0.49814800000000004,0.45334800000000003,718.924871,10288.699787000001,10793.347275,8751.091729,426080.920543,11.235572
