iteration,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11
#1,0.246697,0.16821,0.126004,0.12408799999999999,0.021489,480.799145,113.622933,150.436711,146.303762,253.273671,0.314733
#2,0.35198,0.313173,0.245225,0.23242,0.012973,464.657296,107.531356,146.077618,143.898035,250.313645,0.27408
#3,0.24415,0.154285,0.12752,0.12433799999999999,0.019032,475.214861,109.95539,151.079827,141.386897,252.220509,0.278023
#4,0.23862,0.15456899999999998,0.140674,0.150877,0.014570999999999999,457.207513,106.579,144.363423,143.570857,246.235717,0.246586
#5,0.24935300000000002,0.156275,0.133846,0.12078900000000001,0.022954000000000002,491.20133,103.714691,143.739506,145.032668,265.418607,0.24645
#6,0.442965,0.153868,0.126842,0.12148199999999999,0.028865,475.869334,107.090964,144.146535,157.024567,248.949721,0.253149
#7,0.26190800000000003,0.16814400000000002,0.148728,0.122772,0.021663,475.619945,117.451599,148.530849,141.459993,247.656105,0.27363600000000005
#8,0.244694,0.157349,0.128539,0.119307,0.019452,472.542505,113.151989,150.285512,144.944629,251.810367,0.33976799999999996
#9,0.24310900000000002,0.149042,0.12090300000000001,0.11630800000000001,0.030656,483.642252,107.633368,145.760391,141.834898,252.735424,0.34692500000000004
#10,0.256394,0.160515,0.134383,0.12598,0.021233000000000002,480.205207,101.357675,147.874923,144.549376,252.382468,0.27372
#11,0.313368,0.15544999999999998,0.143029,0.120298,0.026261,473.747229,106.449589,142.870121,146.947907,262.659286,0.326125
#12,0.24515299999999998,0.153735,0.12398999999999999,0.12212,0.015618,475.106953,106.385249,143.782321,143.696637,261.382647,0.342132
#13,0.262737,0.22231399999999998,0.14304499999999998,0.140025,0.01813,469.514833,106.394626,142.404746,164.042794,250.648057,0.23013
#14,0.24402600000000002,0.154226,0.123297,0.11651099999999999,0.012180999999999999,491.265194,109.821854,146.471262,142.38682,248.894211,0.246495
#15,0.24970799999999999,0.158278,0.132499,0.122423,0.017288,478.569912,107.67822,145.579731,143.848133,249.228579,0.365016
#16,0.33198099999999997,0.155451,0.129358,0.119823,0.17430400000000001,473.22014,108.738889,145.044324,140.827283,256.440416,0.250207
#17,0.3568,0.158169,0.11828100000000001,0.123999,0.011459,487.102117,107.336549,144.013921,145.222824,248.322223,0.24793
#18,0.278163,0.16488999999999998,0.13456100000000001,0.124752,0.017903,481.632651,114.870995,139.358774,143.458475,252.733771,0.240974
#19,0.268575,0.16018000000000002,0.12746,0.125828,0.020727,471.781236,111.528136,144.592703,141.410056,250.052625,0.346877
#20,0.291748,0.159298,0.135762,0.124124,0.015962,479.220956,104.812399,140.757556,170.186462,252.777946,0.268202
#21,0.25719400000000003,0.164885,0.13304400000000002,0.124017,0.029937000000000002,467.35653,109.397206,146.224274,145.870824,255.368865,0.264128
#22,0.37049,0.16065100000000002,0.128698,0.13241,0.012923,470.159412,109.623055,150.122013,142.55359,249.036387,0.235486
#23,0.259029,0.155092,0.12374299999999999,0.11612,0.012171,462.155187,105.501205,146.881148,143.353393,249.670923,0.325729
#24,0.257187,0.154649,0.127715,0.112153,0.018084,462.423126,105.058964,142.269235,140.226194,247.226832,0.25829
#25,0.284866,0.15434,0.133185,0.123421,0.012249000000000001,467.432607,107.750147,148.708512,141.954078,249.700493,0.257443
#26,0.250021,0.15540600000000002,0.126946,0.117597,0.01982,468.373274,112.205577,147.668111,143.014392,272.523803,0.327472
#27,0.240862,0.153452,0.122307,0.118697,0.030278,479.760976,112.559476,146.197152,142.039252,243.256736,0.312358
