iteration,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11
#1,0.6688951200000001,0.48287115999999997,0.41317998,0.4077392399999999,0.04328094000000001,707.8948190600003,120.42947558000002,153.01210914000004,153.90086028000005,501.25934065999985,16.740856060000002
#2,50,50,50,50,50,50,50,50,50,50,50
