iteration,query1,query2,query3,query4,query5,query6,query7,query8
#1,0.23439428000000007,0.024461319999999998,379.59008018000003,93.72869376,127.98713606000003,125.80041588,216.3313796,0.19017288000000007
#2,50,50,50,50,50,50,50,50
