iteration,query1,query2,query3,query4,query5,query6,query7,query8
#1,1.278692,0.0253,542.472647,118.912617,137.674113,133.310131,368.809429,18.220584
#2,0.7049500000000001,0.019904,543.914089,102.547392,135.605117,129.968326,376.418274,11.587856
#3,0.829291,0.023541,554.74328,104.019624,135.483553,134.940842,371.027803,11.340169
#4,0.565338,0.02139,553.270626,97.862365,136.683131,133.248956,393.546126,12.425167
#5,0.5199360000000001,0.017725,561.568344,106.294768,145.180425,142.660563,386.497401,11.942392
#6,0.739305,0.016885,591.365056,104.52348,145.046392,135.930407,392.665809,11.974729
#7,0.535772,0.024253,575.33179,106.101833,139.078146,136.298304,400.600241,10.565151
#8,1.12557,0.049119,551.8942,105.20536,141.585735,142.815732,412.887759,11.42209
#9,0.537443,0.019589,569.708107,109.946571,140.362039,138.73751,396.121566,11.996325
#10,0.543888,0.027972999999999998,587.384741,107.813034,143.443925,139.436195,398.165326,12.192106
#11,0.702016,0.028558,599.094769,119.053491,148.522052,145.921224,465.845912,11.859782
#12,0.5816509999999999,0.017476,574.855086,106.95575,155.900681,148.49335,428.283459,11.69235
#13,0.681357,0.018044,587.537496,113.214017,148.60265,145.524418,419.22936,11.376665
#14,0.5119119999999999,0.018243,603.823616,108.77253,144.350144,145.890967,433.354422,11.029336
#15,0.57201,0.037992,638.052409,110.843001,151.650383,146.701558,431.488245,11.814659
#16,0.533555,0.02537,601.428576,113.149726,146.112886,143.927293,439.663931,10.531426
#17,0.6863790000000001,0.018359,666.266786,114.076052,142.899505,146.847227,439.450379,11.111526
#18,0.6844349999999999,0.026704000000000002,613.799338,114.540819,148.849685,146.156509,430.73546,13.341839
#19,0.6504099999999999,0.03502,607.465562,117.579519,146.311765,147.76674,434.492554,12.090534
#20,0.629568,0.018822,635.013065,111.301057,151.706576,148.626684,420.419441,16.382977
#21,0.562053,0.019327,609.658671,119.972909,149.379713,143.245886,440.724464,16.133645
#22,0.715131,0.034847,595.379259,109.017845,147.72574,143.250207,462.942518,15.464227
#23,0.571841,0.025738,679.877185,117.504826,149.42366,145.427367,458.247684,14.780022
#24,0.57432,0.023803,623.99913,117.763944,146.722212,147.483568,456.779306,15.356512
#25,0.681612,0.030959,609.722561,115.271966,150.934564,148.270865,461.64452,16.124703
#26,0.6146849999999999,0.030207,619.636415,112.420848,150.028541,146.605734,451.449122,15.466146
#27,0.7452949999999999,0.018122,610.007974,109.281481,151.004101,143.925244,456.000567,16.271931
#28,0.542264,0.023945,669.842008,117.674011,152.23907,151.70048,471.512259,16.894482
#29,0.599247,0.033894,631.092637,114.508149,151.39548,146.746013,455.929296,15.736447
#30,0.6198429999999999,0.019834,627.752769,115.352922,149.026329,146.225805,458.96012,15.689525
#31,0.826978,0.018425,617.596514,119.790908,151.368935,149.361825,452.380931,18.978045
#32,0.694938,0.019577,619.686437,119.414772,155.514243,144.699961,454.622397,16.029287
#33,0.553036,0.024818,625.897329,112.973557,148.935526,146.802241,469.569773,16.026312
#34,0.596365,0.020849,691.521035,113.74786,146.439618,145.864077,463.906918,15.252938
#35,0.750418,0.023064,615.188257,115.941071,152.439488,141.135328,459.761443,16.44536
#36,0.600979,0.020547,617.503194,117.404546,151.135347,146.416892,474.057456,17.847872
#37,0.6237910000000001,0.031421,622.907034,119.38377,147.078239,145.369789,475.073986,14.43905
#38,0.530327,0.019379999999999998,627.555506,111.666253,154.36755,142.700176,455.539769,16.380539
#39,0.5340839999999999,0.035757,679.477119,125.217491,146.594837,147.411051,458.240668,14.533746
#40,0.701836,1.454472,627.586746,117.612772,148.303661,142.265443,449.994321,17.063681
#41,0.6446000000000001,0.021794,648.296514,116.372564,148.380358,148.339727,461.663243,15.040247
#42,0.633134,0.031098,643.162394,113.278103,145.104259,144.544012,462.922489,13.67695
#43,0.606409,0.029215,644.944179,118.562991,148.137406,150.22898,500.360668,15.282694
#44,0.637615,0.027514,661.229947,112.139107,154.407291,163.896161,465.101772,14.788777
#45,0.99598,0.032815,642.101778,114.33473,148.572903,149.021455,458.110692,14.908271
#46,0.64244,0.023009,630.423068,114.615857,150.027017,148.572638,473.362129,14.551029
#47,0.7548830000000001,0.024437,626.026126,114.883234,147.680688,142.604869,475.45214,13.969939
#48,0.639907,0.024249,636.128434,114.08239,151.854773,145.1501,459.165838,15.31915
#49,0.569386,0.016589,613.695823,119.626396,146.403811,146.720713,492.260186,18.38957
#50,0.5387759999999999,0.02835,641.793544,109.499065,148.412792,169.49656,474.312267,16.289558
