iteration,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11,query12,query13,query14,query15,query16,query17,query18,query19,query20,query21,query22,query23,query24,query25,query26,query27,query28,query29,query30,query31,query32,query33,query34,query35,query36,query37,query38,query39,query40,query41,query42,query43,query44,query45,query46,query47,query48,query49,query50,query51,query52,query53,query54,query55,query56,query57,query58,query59,query60,query61,query62,query63,query64,query65,query66,query67,query68,query69,query70,query71,query72,query73,query74,query75,query76,query77,query78,query79,query80,query81,query82,query83,query84,query85,query86,query87,query88,query89,query90,query91,query92,query93,query94,query95,query96,query97,query98,query99,query100,query101,query102,query103,query104,query105,query106,query107,query108,query109,query110,query111,query112,query113,query114,query115,query116,query117,query118,query119,query120,query121,query122,query123,query124,query125,query126,query127,query128,query129,query130,query131,query132,query133,query134,query135,query136,query137,query138,query139,query140,query141,query142,query143,query144,query145,query146,query147,query148,query149,query150,query151,query152,query153,query154,query155,query156,query157,query158,query159,query160,query161,query162,query163,query164,query165,query166,query167,query168,query169,query170,query171,query172,query173,query174,query175,query176,query177,query178,query179,query180,query181,query182,query183,query184,query185,query186,query187,query188,query189,query190,query191,query192,query193,query194,query195,query196,query197,query198,query199,query200
#1,55.577281,29.652392,49.209163,31.891243,51.446636,31.827343,59.10452,33.756925,56.404087,32.299307,61.308305,33.275626,63.351909,35.820554,66.239278,34.540007,81.14452,43.975698,79.542096,42.265242,76.605807,44.204336,76.665405,40.207043,79.61998,43.850761,81.335344,44.707614,95.785804,46.568254,99.525398,47.776514,103.081612,53.014684,114.809984,47.705362,120.208634,50.016723,116.81585,52.588284,122.778855,54.595982,124.473971,53.567403,129.753146,54.999632,137.390514,58.926986,144.33455,57.017767,149.306079,64.116838,151.242845,59.520782,156.127837,61.954982,162.790284,61.202251,161.579713,63.269917,168.665041,64.899387,176.800263,66.614096,183.221707,64.684547,180.477366,69.611844,188.062773,77.581973,192.834918,67.500879,198.417062,74.070221,220.747653,71.385609,212.963974,74.4359,224.01731,73.420454,220.138454,77.205044,225.804393,75.589461,241.84732,85.400642,305.067845,81.489782,280.61065,84.241845,303.897844,93.488678,261.297436,139.674952,302.418074,102.11785,304.26968,101.628709,327.445936,103.480455,329.017346,96.516211,335.695035,108.49374,366.868577,106.615161,378.920655,98.406732,357.741999,104.928952,328.750409,104.385911,347.463101,99.27052,336.949977,102.054196,324.380696,104.071068,362.155964,108.619645,364.727454,104.868969,349.570576,108.668655,360.999704,110.182697,374.655943,109.553139,364.743549,110.67457,406.358029,122.199367,415.451191,107.386689,404.853384,110.017288,400.589017,114.070257,406.74124,118.312124,425.296893,120.328091,429.846004,120.626803,430.109161,118.719837,435.555498,121.60751,431.144231,132.742762,425.932999,121.890105,440.602931,127.414409,458.310608,122.357435,444.59999,162.803155,473.915316,126.94878,460.910951,133.62293,468.449399,132.934793,473.639181,132.64534,519.038581,141.608987,507.536406,137.205518,494.548728,137.931011,521.005483,137.513388,520.958685,161.115603,499.548295,136.014563,503.259787,138.903676,515.821841,147.111111,522.357705,142.106282,520.594524,143.760088,536.21268,144.7508,529.98886,147.596195,562.703306,142.666073,554.377018,145.559157,550.218296,172.602075,572.068254,148.09092,578.282475,151.551841
#2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
