iteration,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11,query12,query13,query14,query15,query16,query17,query18,query19,query20,query21,query22,query23,query24,query25,query26,query27,query28,query29,query30,query31,query32,query33,query34,query35,query36,query37,query38,query39,query40,query41,query42,query43,query44,query45,query46,query47,query48,query49,query50,query51,query52,query53,query54,query55,query56,query57,query58,query59,query60,query61,query62,query63,query64,query65,query66,query67,query68,query69,query70,query71,query72,query73,query74,query75,query76,query77,query78,query79,query80,query81,query82,query83,query84,query85,query86,query87,query88,query89,query90,query91,query92,query93,query94,query95,query96,query97,query98,query99,query100,query101,query102,query103,query104,query105,query106,query107,query108,query109,query110,query111,query112,query113,query114,query115,query116,query117,query118,query119,query120,query121,query122,query123,query124,query125,query126,query127,query128,query129,query130,query131,query132,query133,query134,query135,query136,query137,query138,query139,query140,query141,query142,query143,query144,query145,query146,query147,query148,query149,query150,query151,query152,query153,query154,query155,query156,query157,query158,query159,query160,query161,query162,query163,query164,query165,query166,query167,query168,query169,query170,query171,query172,query173,query174,query175,query176,query177,query178,query179,query180,query181,query182,query183,query184,query185,query186,query187,query188,query189,query190,query191,query192,query193,query194,query195,query196,query197,query198,query199,query200
#1,71.051012,1148.5684279999998,68.063511,1238.9507509999999,67.416707,1375.776036,69.979265,1446.279064,61.62193,1329.125946,66.421229,1584.368815,65.193581,1649.081854,65.80191,1724.837816,73.653766,1724.006379,72.847269,1889.156185,68.514175,1861.633725,69.404398,2011.814608,68.350943,1978.0631500000002,71.155509,2087.417013,69.42629,2157.270946,67.466076,2197.85462,74.264744,2275.680516,72.229226,2199.046464,70.762023,2348.761167,69.110736,2462.4713819999997,70.100276,2471.1063379999996,74.150267,2491.502079,73.945273,2576.016634,71.452884,2610.148594,73.020055,2595.282534,69.986964,2618.056024,68.517244,2664.89881,70.235082,2714.281387,71.019639,2867.745617,73.259574,2811.095706,71.883755,2759.264475,74.960269,2868.275422,73.019623,2923.307345,77.678566,2952.56196,70.012264,3055.1340179999997,69.20611,3029.062116,66.517068,3062.490702,70.678693,3136.133237,74.899218,3105.617103,81.452247,3251.311635,75.105639,3252.305802,71.353306,3291.11588,75.004027,3349.384872,71.262904,3422.829697,74.28558,3438.100333,69.993657,3483.8792559999997,73.693128,3472.9776669999997,72.917562,3546.8562939999997,71.02404,3570.938016,72.22983,3531.7513599999997,70.232088,3634.078712,74.150174,3648.5678949999997,74.643346,3635.894566,79.318302,3764.576598,77.639694,3795.477508,76.950185,3787.279522,76.968403,3866.1713990000003,81.606206,3936.734391,77.44051,4027.18764,79.276652,4069.1349710000004,78.286429,4081.992852,71.99686,4088.6367430000005,78.611874,4092.660758,78.839608,4226.170603,73.600109,4193.466918,78.76806,4330.091317,80.332203,4328.625269,76.663738,4361.564395,89.517798,4630.111467,79.118048,4354.929441,79.09018,4538.25579,77.057038,4519.397325,77.224606,4706.099582,81.061427,4587.685251,80.8374,6002.324039,98.499708,5889.528361,87.921117,5406.71122,78.315666,5259.990121999999,84.262418,5115.018166,75.87786,5241.116742,79.088567,5243.572679999999,77.852234,5206.976584999999,81.807258,5279.208442,80.349689,5117.9632679999995,80.676737,5313.144269,71.760496,5526.701994999999,80.914052,5462.625428,79.090418,5585.588156,79.940394,5507.976625,101.078799,5597.390897,83.76615,5728.69684,79.546093,5656.221463,80.898366,5631.997322,79.264123,5673.68142,84.05503,5979.184398,86.729269,5788.3911499999995,81.937498,6054.977675,81.556818,6048.594779,80.320948,5973.991932,81.633751,6106.142239999999
#2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
