iteration,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11
#1,0.887402,1.030404,0.41573000000000004,0.520947,0.020928000000000002,594.183706,108.373013,133.170547,128.971613,376.485445,13.003203
#2,0.514872,0.37068900000000005,0.281961,0.268692,0.018501,616.561124,104.020085,133.172206,136.474036,381.176585,10.82421
#3,0.414556,0.29773700000000003,0.271637,0.29402,0.013179,580.45469,100.84425,135.708548,130.197035,365.017937,10.111689
#4,0.654095,0.420776,0.38776,0.398038,0.024966000000000002,610.635889,100.092044,132.446449,133.252987,394.628363,15.750822
#5,0.579508,0.411279,0.314296,0.30182400000000004,0.014939000000000001,575.951712,102.505315,129.127934,130.195786,378.995984,12.219806
#6,0.462483,0.41206099999999996,0.27395600000000003,0.241475,0.014063,590.82041,99.427156,130.934531,128.607512,364.246451,14.218481
#7,0.575013,1.615468,1.141107,0.365051,0.033608,573.942369,100.387208,138.22344,131.543567,367.102698,10.50721
#8,0.572196,0.52671,0.367405,0.3783,0.016263000000000003,571.890452,101.869548,128.55273,130.64978,363.066439,10.682525
#9,0.41436900000000004,0.42595,0.334504,0.287088,0.015597,565.871557,98.846818,128.268759,134.554757,366.940258,11.157149
#10,0.457309,0.41613799999999995,0.31587200000000004,0.390881,0.017868,588.420546,105.492884,131.081581,134.793012,389.132385,14.726652
#11,0.6299819999999999,0.457262,0.401902,0.404763,0.025106000000000003,593.78913,102.29423,131.282262,132.961309,375.602648,9.878091
#12,0.5073639999999999,0.697028,1.179782,0.682125,0.023707000000000002,583.165579,98.69373,127.495313,128.503613,395.644208,11.231021
#13,0.5588650000000001,0.39879000000000003,0.381834,0.289792,0.014773,583.244098,96.234307,130.144435,129.531239,387.609434,10.362572
#14,0.447204,0.32377100000000003,0.443258,0.28286,0.07983799999999999,607.720049,103.967278,133.26608,130.180473,398.302798,12.068666
#15,1.09628,0.472908,0.32445100000000004,0.442838,0.015246000000000001,591.039911,95.536391,132.059354,137.845805,450.069423,10.479424
#16,0.426722,0.39560700000000004,0.34003500000000003,0.25883,0.018315,608.954112,102.573474,129.735012,133.445542,408.774355,11.400937
#17,1.140857,0.299889,0.22513999999999998,0.27489800000000003,0.015374,613.029914,97.050746,138.962891,129.735151,385.899443,9.600766
#18,0.38198200000000004,0.307722,0.268403,0.252629,0.015179999999999999,591.338725,100.649413,130.838091,130.741672,380.339562,9.935063
#19,0.408125,0.34620100000000004,0.307663,0.258486,0.032119999999999996,617.31776,107.937983,131.849396,131.969322,402.695283,12.775923
#20,0.474969,0.439132,0.41086,0.49924599999999997,0.017561,596.82404,103.128822,132.543024,127.220879,407.263393,11.981331
#21,0.428548,0.33214299999999997,0.286295,0.241899,0.024807,608.102573,96.311916,134.239328,130.797108,392.319049,10.447024
#22,0.41563799999999995,0.346008,0.3053,0.289956,0.019447,599.622185,101.556295,130.574215,127.463482,395.41639,11.865049
#23,0.426392,0.341068,0.264384,0.393628,0.028359000000000002,680.540242,109.48911,135.664552,135.349081,402.774437,10.861517
#24,0.488152,0.37103699999999995,0.327962,0.249882,0.026221,595.648646,98.960255,129.034819,133.085187,397.540807,12.754752
#25,22.824765,0.620611,0.42141300000000004,0.40969,0.034792000000000003,599.110089,99.747566,130.407302,128.540828,410.440454,10.324877
#26,0.512351,0.344459,0.273584,0.251311,0.016027,601.43453,97.095134,130.81902,130.825322,407.348043,9.782648
#27,0.528569,0.402969,0.468785,0.5405449999999999,0.022792000000000003,651.074523,100.904686,128.681639,128.926337,400.586423,10.263
#28,0.5711069999999999,0.38927,0.343599,0.334719,0.026126999999999997,630.273802,104.372028,137.835644,131.097005,388.238895,13.335174
#29,0.409055,0.306557,0.237303,0.681015,0.034287,615.366988,104.652691,134.56494,133.367581,406.964418,11.22044
#30,0.49492200000000003,0.427136,0.33580200000000004,0.30091199999999996,0.024791,593.996956,102.300286,132.468631,132.477325,421.438119,16.865057
#31,0.5760940000000001,0.346194,0.308632,0.33784699999999995,0.02048,621.806188,106.15149,135.577989,135.546919,416.375938,11.728191
#32,0.403146,0.33096800000000004,0.281901,0.342694,0.025515,609.904986,107.303032,132.640882,136.976356,442.390569,13.327802
#33,0.979629,0.383121,0.310274,0.28493799999999997,0.018722000000000003,663.767056,120.735636,149.882139,147.693081,412.734416,11.266315
#34,0.605024,0.645438,0.35257,0.39349700000000004,0.017876,597.220435,102.366991,133.382334,133.367314,381.290928,12.873295
#35,0.627633,0.34195299999999995,0.253139,0.254513,0.015207,616.712603,106.238378,131.6836,134.709983,379.377796,10.291245
#36,0.510117,0.651982,0.703628,0.290269,0.014406,633.543154,105.296375,137.146354,132.827263,403.688305,11.49894
#37,0.44200799999999996,0.398857,0.370479,0.270974,0.035228999999999996,609.553205,105.414916,128.274219,130.018165,373.312289,9.768736
#38,1.055474,0.44738900000000004,0.38683,0.35064,0.019784,586.639327,99.524543,130.896228,129.741552,387.096747,12.43502
#39,0.444098,0.347198,1.514831,0.322471,0.018703,588.071795,98.68451,130.274537,129.319471,378.039684,11.13036
#40,0.397937,0.31251999999999996,0.288039,0.246261,0.021713,602.875003,99.877515,131.356194,128.916911,391.460549,11.457981
#41,0.545025,0.388633,1.081119,0.475783,0.018207,595.322597,106.876143,141.756509,138.749005,391.153826,11.305581
#42,0.509531,0.38923,0.369846,0.29920800000000003,0.029983,590.861597,102.968086,131.949492,137.469948,400.650548,10.896353
#43,0.43093200000000004,0.338762,0.310534,0.230513,0.046437,601.259493,102.063288,127.88032,127.851431,397.46633,15.147835
#44,0.731075,0.386647,0.29312299999999997,0.361878,0.017186,607.128288,98.341123,129.904154,133.61219,405.073109,10.825915
#45,0.524193,0.44843299999999997,0.354511,0.311159,0.017984000000000003,611.119072,97.75635,130.949394,133.055409,401.442587,16.368302
#46,0.436917,0.335659,0.276401,0.25365,0.024596,599.826941,96.38688,132.646192,135.036353,397.440129,10.201211
#47,0.6068830000000001,0.35064100000000004,0.25699099999999997,0.245833,0.014368,605.601441,106.051792,131.754902,133.487824,411.563187,10.848222
#48,0.540976,0.383041,0.322942,0.281041,0.026074,592.823309,95.220133,131.516985,131.499383,392.101957,12.147721
#49,0.751872,0.431909,0.38483,0.295868,0.015305999999999998,623.103468,104.585366,136.968717,131.67786,393.649413,11.141886
#50,0.445275,0.349731,0.23249799999999998,0.21267599999999998,0.016973,616.57638,97.7386,139.103749,130.375154,393.031355,12.041426
