iteration,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11
#1,0.54991858,0.59899224,0.34782118000000006,0.29977794,0.05488037999999999,627.2814558400001,74.66726899999998,81.22984863999999,79.89812036,392.53961178,11.763327699999998
#2,50,50,50,50,50,50,50,50,50,50,50
