iteration,query1,query2,query3,query4,query5,query6,query7,query8
#1,0.23084,0.011419,311.981061,67.583234,78.872859,73.994545,181.921062,0.197023
#2,0.193071,0.009603,301.825029,64.274889,73.749628,76.08691,192.831041,0.220219
#3,0.19277699999999998,0.010385,314.417652,65.988951,76.575575,73.003031,180.495006,0.18259999999999998
#4,0.19337000000000001,0.00967,290.969663,63.370262,71.746772,70.178706,184.199916,0.18884299999999998
#5,0.18612700000000001,0.010603,306.559779,62.185841,72.547828,72.137265,185.259531,0.274743
#6,0.237165,0.008587,302.382301,69.135789,72.496516,71.413402,182.386559,0.241304
#7,0.201464,0.021466000000000002,305.70006,65.872554,71.820656,71.643298,177.242163,0.18384
#8,0.205569,0.007490999999999999,297.987245,67.6722,75.831688,74.02219,181.18226,0.19628700000000002
#9,0.188586,0.008859,295.066552,65.586187,72.602305,77.870747,181.410698,0.209925
#10,0.181507,0.008112,299.687004,65.94611,74.511193,71.580135,192.685759,0.18731899999999999
#11,0.26526799999999995,0.008171,300.878815,64.078582,71.853812,70.830672,187.174955,0.20002099999999998
#12,0.189265,0.020957,293.812571,65.529364,72.611704,70.006781,182.877024,0.186464
#13,1.19179,0.009927,306.337721,64.336825,72.391904,72.190661,184.215964,0.196492
#14,0.184462,0.01133,299.576086,66.831848,71.258137,69.444294,180.850429,0.18813999999999997
#15,0.18904300000000002,0.008912000000000002,296.898196,68.712434,74.901591,71.460918,185.647262,0.19032
#16,0.192996,0.008182,301.720301,66.976576,74.727802,73.507479,184.887152,2.14808
#17,0.19721799999999998,0.010461999999999999,303.361304,66.888647,72.974849,72.641081,185.359944,0.219858
#18,0.201147,0.009305999999999998,306.703659,66.746621,73.688113,71.765947,185.931169,0.18678999999999998
#19,0.190193,0.008102,302.947572,66.42307,73.37604,71.585313,191.831159,0.212377
#20,0.273924,0.012311,298.2118,65.756432,75.984882,70.841919,185.51884,0.21276599999999998
#21,0.18344,0.008848,305.38064,65.994622,72.828698,70.889236,184.187518,0.220988
#22,0.18468299999999999,0.009157,298.664764,69.960829,74.944497,70.887253,184.2828,0.19090100000000002
#23,0.215389,0.010156,305.929941,64.371598,72.650405,71.855666,185.853981,0.199632
#24,0.18459299999999998,0.007932,302.937435,71.342225,74.139338,71.64746,182.973629,0.184159
#25,0.310316,0.008246,309.573906,65.240855,73.971231,72.429431,185.378536,0.20034100000000002
#26,0.194812,0.00824,300.314739,64.056124,72.621117,73.939306,179.98445,1.213756
#27,0.285462,0.009881000000000001,302.020756,60.817252,74.534648,73.965952,189.352362,0.211695
#28,0.220734,0.010268000000000001,309.592023,66.205965,73.981767,71.700105,184.685331,0.18891999999999998
#29,0.271685,0.035632,305.474956,64.5355,70.969863,69.283893,190.601843,0.18331899999999998
#30,0.230266,0.011713,306.004741,67.989184,72.015884,71.575475,183.270123,0.18782300000000002
#31,0.197304,1.245807,304.299023,64.031321,74.117673,72.117916,185.653301,0.20815199999999998
#32,0.194659,0.009531000000000001,308.871662,64.850295,72.696878,71.421146,183.485826,0.43265
#33,0.23011,0.008946999999999998,302.996544,65.75962,72.582309,69.201826,184.838489,0.18477600000000002
#34,0.211008,0.01856,300.883018,66.270705,73.694843,76.950143,180.417452,1.086915
#35,0.22711099999999998,0.008336,305.657473,66.827684,74.552094,71.542424,183.319982,0.20996199999999998
#36,0.19241,0.008374000000000001,297.627305,64.782338,71.136007,70.286388,185.639816,0.211924
#37,0.213352,0.010471999999999999,316.042369,67.115772,74.542536,73.521162,182.634286,0.192716
#38,0.20458199999999999,0.010994,297.000566,64.250896,74.054144,71.180356,185.123679,0.184361
#39,0.21079,0.008243,318.033813,66.41931,74.507807,73.272972,185.655971,1.132498
#40,0.211478,0.007967,298.688907,64.452872,74.050864,70.862007,189.209754,0.18759
#41,0.21882300000000002,0.008749,296.517604,66.697116,72.129691,70.252007,181.909033,0.190541
#42,0.188902,0.00756,300.647662,67.432365,71.228116,70.693235,184.779236,0.186136
#43,0.21482099999999998,0.0095,299.027721,65.617147,73.310772,72.098371,188.211479,0.205495
#44,0.202337,0.009146000000000001,305.758802,69.005285,72.128453,71.010197,181.773347,0.174209
#45,0.19701,0.017967,305.376299,63.694735,72.443111,69.873842,182.64948,0.188699
#46,0.19056499999999998,0.011347,306.843776,68.440955,72.415898,71.901339,182.856323,0.186195
#47,0.187757,0.009164,302.983037,63.831693,72.203958,69.713508,188.475852,0.179452
#48,0.342524,0.009767,305.421667,66.865581,71.65867,72.02816,180.538346,0.208874
#49,0.185816,0.009226000000000002,289.304654,67.709908,72.370104,70.638499,181.012816,0.207206
#50,0.207702,0.009323,309.169175,67.912791,76.66827,75.576732,186.19944,0.189113
