iteration,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11,query12,query13,query14,query15,query16,query17,query18,query19,query20,query21,query22,query23,query24,query25,query26,query27,query28,query29,query30,query31,query32,query33,query34,query35,query36,query37,query38,query39,query40,query41,query42,query43,query44,query45,query46,query47,query48,query49,query50,query51,query52,query53,query54,query55,query56,query57,query58,query59,query60,query61,query62,query63,query64,query65,query66,query67,query68,query69,query70,query71,query72,query73,query74,query75,query76,query77,query78,query79,query80,query81,query82,query83,query84,query85,query86,query87,query88,query89,query90,query91,query92,query93,query94,query95,query96,query97,query98,query99,query100,query101,query102,query103,query104,query105,query106,query107,query108,query109,query110,query111,query112,query113,query114,query115,query116,query117,query118,query119,query120,query121,query122,query123,query124,query125,query126,query127,query128,query129,query130,query131,query132,query133,query134,query135,query136,query137,query138,query139,query140,query141,query142,query143,query144,query145,query146,query147,query148,query149,query150,query151,query152,query153,query154,query155,query156,query157,query158,query159,query160,query161,query162,query163,query164,query165,query166,query167,query168,query169,query170,query171,query172,query173,query174,query175,query176,query177,query178,query179,query180,query181,query182,query183,query184,query185,query186,query187,query188,query189,query190,query191,query192,query193,query194,query195,query196,query197,query198,query199,query200
#1,34.310481,24.628835,41.111276,23.225891,35.342992,23.08064,34.338283,23.41563,36.040166,23.682901,35.312828,22.306389,33.63372,22.789638,33.515893,22.456817,34.628492,22.335348,37.133663,23.782538,36.19508,23.38932,35.096043,28.913797,55.941332,26.032049,32.803248,23.400839,33.510284,21.633412,35.141372,21.988605,32.534706,22.543099,36.100034,26.130434,32.989603,22.872705,34.851886,23.36054,34.760523,22.865712,34.805219,23.626096,43.812971,24.737281,38.376673,22.156682,33.229942,22.657554,33.074413,22.44994,33.426869,22.691726,33.845026,22.016294,33.722816,22.41673,33.162016,22.74539,33.804379,22.513008,33.920399,22.701336,33.457774,24.503032,33.35873,21.923833,33.733304,23.239952,35.516781,22.604005,34.212887,23.199999,34.953388,23.581627,34.225848,23.049119,33.822697,23.133525,36.471869,23.449069,35.520462,22.600872,34.863758,22.416276,35.006538,22.654203,34.839284,23.240815,33.823687,22.739514,34.194042,23.937956,34.906194,23.477925,34.048388,22.81698,35.20124,22.099234,34.764987,22.627892,44.1479,25.918493,39.790652,24.334014,32.394963,26.447314,38.235909,22.47758,34.054416,25.741627,34.659093,22.709423,48.075072,29.192706,40.301102,22.263649,32.600174,21.651126,34.442598,22.017606,32.730195,23.548192,37.225128,26.228636,41.811355,25.113112,39.856028,25.926281,34.305404,34.383955,47.669832,28.52563,38.875582,24.633721,36.524692,25.470284,42.732005,22.998146,32.821881,22.330901,33.505122,23.521323,34.421829,22.646502,34.329714,22.426945,34.467161,22.614245,33.204479,22.96004,34.195428,23.40701,33.203568,22.744712,34.592633,22.205262,34.102044,22.50248,33.891105,22.746445,35.013144,22.557448,33.627759,22.139017,33.828595,22.546042,32.535136,22.903816,32.668641,22.291775,32.845967,22.268429,32.666703,22.725112,33.078713,22.100663,33.334841,23.041233,32.530862,21.873932,34.170451,23.075165,35.810498,26.861526,33.422903,22.533113,32.38721,21.967725,32.811697,23.111346,33.90338,22.165241,36.341506,21.731009,34.236465,22.227806,33.194964,22.524662
#2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
