iteration,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11,query12,query13,query14,query15,query16,query17,query18,query19,query20,query21,query22,query23,query24,query25,query26,query27,query28,query29,query30,query31,query32,query33,query34,query35,query36,query37,query38,query39,query40,query41,query42,query43,query44,query45,query46,query47,query48,query49,query50,query51,query52,query53,query54,query55,query56,query57,query58,query59,query60,query61,query62,query63,query64,query65,query66,query67,query68,query69,query70,query71,query72,query73,query74,query75,query76,query77,query78,query79,query80,query81,query82,query83,query84,query85,query86,query87,query88,query89,query90,query91,query92,query93,query94,query95,query96,query97,query98,query99,query100,query101,query102,query103,query104,query105,query106,query107,query108,query109,query110,query111,query112,query113,query114,query115,query116,query117,query118,query119,query120,query121,query122,query123,query124,query125,query126,query127,query128,query129,query130,query131,query132,query133,query134,query135,query136,query137,query138,query139,query140,query141,query142,query143,query144,query145,query146,query147,query148,query149,query150,query151,query152,query153,query154,query155,query156,query157,query158,query159,query160,query161,query162,query163,query164,query165,query166,query167,query168,query169,query170,query171,query172,query173,query174,query175,query176,query177,query178,query179,query180,query181,query182,query183,query184,query185,query186,query187,query188,query189,query190,query191,query192,query193,query194,query195,query196,query197,query198,query199,query200
#1,142.910165,110.510391,165.481695,118.561646,167.441726,114.408442,166.431478,116.338091,175.720347,118.77664,189.65592,123.848268,195.85915,124.314633,207.824628,126.445998,215.542973,145.093356,241.453998,135.406768,238.114776,131.271941,243.737514,135.778042,279.545326,144.156681,249.059919,142.611727,257.557502,141.520675,263.897139,140.330156,274.169678,142.326936,277.657903,142.98746,293.118085,149.972768,293.521389,148.811812,303.384021,151.906201,306.743123,152.057265,320.226473,153.726453,325.143463,155.617307,351.800764,168.31129,347.808638,158.776693,350.26412,165.311168,372.447159,160.544391,369.716608,167.280128,379.439596,167.720399,384.500024,166.620389,385.409787,168.512205,434.906674,174.734449,397.799439,172.232889,430.135324,171.650091,438.036117,177.768464,425.100865,183.961302,440.869289,175.42153,440.817309,177.545384,482.056228,188.566395,477.754813,180.097497,470.928634,183.459524,474.306438,184.727693,481.189939,187.428958,485.534421,204.994786,519.746939,189.708274,508.842524,190.231366,503.503625,194.230942,552.785488,194.946752,535.604953,194.845321,531.96529,199.664954,537.160386,201.961691,547.936578,198.915511,553.20064,210.946576,582.884939,209.505642,595.326664,205.964093,589.767622,216.890038,586.62194,209.414773,595.98179,210.737477,606.055558,227.186697,666.836889,228.234098,620.072009,220.718457,661.740173,218.641284,634.68985,219.27758,659.744047,223.678758,651.839452,222.986464,659.75321,223.779274,695.090042,260.420196,703.689919,230.656328,675.257148,233.49808,683.767817,229.525019,712.254732,239.414696,745.414702,233.156305,737.133834,237.241144,726.577152,253.00205,730.134824,238.267237,748.943625,248.609318,749.661122,246.265953,767.914577,250.779247,767.40443,253.488755,828.102959,252.494432,777.926065,257.636698,781.132222,254.309187,793.55196,268.987559,847.886173,256.288087,804.222267,260.357203,876.260849,261.999162,840.88012,278.050711,859.135071,263.082011,851.108481,264.075058,855.282861,266.385653,947.799904,272.502104,987.098482,271.533423,874.029721,287.345297,889.270824,273.999069,914.94423,274.082759,895.642132,299.244267,887.179567,278.338768,959.807742,303.547412,952.064145,284.095813
#2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
