iteration,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11,query12,query13,query14,query15,query16,query17,query18,query19,query20,query21,query22,query23,query24,query25,query26,query27,query28,query29,query30,query31,query32,query33,query34,query35,query36,query37,query38,query39,query40,query41,query42,query43,query44,query45,query46,query47,query48,query49,query50,query51,query52,query53,query54,query55,query56,query57,query58,query59,query60,query61,query62,query63,query64,query65,query66,query67,query68,query69,query70,query71,query72,query73,query74,query75,query76,query77,query78,query79,query80,query81,query82,query83,query84,query85,query86,query87,query88,query89,query90,query91,query92,query93,query94,query95,query96,query97,query98,query99,query100,query101,query102,query103,query104,query105,query106,query107,query108,query109,query110,query111,query112,query113,query114,query115,query116,query117,query118,query119,query120,query121,query122,query123,query124,query125,query126,query127,query128,query129,query130,query131,query132,query133,query134,query135,query136,query137,query138,query139,query140,query141,query142,query143,query144,query145,query146,query147,query148,query149,query150,query151,query152,query153,query154,query155,query156,query157,query158,query159,query160,query161,query162,query163,query164,query165,query166,query167,query168,query169,query170,query171,query172,query173,query174,query175,query176,query177,query178,query179,query180,query181,query182,query183,query184,query185,query186,query187,query188,query189,query190,query191,query192,query193,query194,query195,query196,query197,query198,query199,query200
#1,200.90651,2374.8511470000003,209.187337,2664.790457,225.629398,3823.136511,202.493593,3473.4616100000003,204.172961,3193.1688560000002,195.2048,4954.087203,203.935995,4211.2892999999995,214.09836,4997.256762,208.492321,5981.799190000001,205.577411,4621.1715890000005,232.717875,5696.518989,213.186726,5076.44825,211.744976,6869.33658,215.661108,6400.366967,246.99264,6257.945558,220.542525,6807.415169000001,223.38036,7032.1985859999995,217.495036,8332.956081,212.804968,7278.491542000001,221.161058,7835.679853000001,206.390469,8689.077482,226.478785,8243.4861,243.501878,7755.734517999999,213.099762,9229.803986,212.056622,9054.412634,219.618498,9694.679861999999,214.697136,9491.251521,242.115882,10141.57258,202.584194,11445.273229,221.84313,10515.865313,246.895969,10432.343353,217.602287,10171.851202999998,221.253692,10793.28711,207.850584,11473.684251,240.123146,11009.446534,251.991418,11890.552905,227.339743,11207.872981999999,226.41794,11842.981732,288.362385,12064.356511,223.824655,12572.680209,228.169794,12726.240439,224.471942,12366.672278,211.98127,13273.408352,222.556371,13047.592493,222.254052,13338.904744000001,205.701034,13907.740413000001,229.34297,14820.291688,227.81109,14466.332483,213.324325,14044.421459000001,219.602217,14452.174316,213.122134,14788.579591,228.320537,15729.323338,229.478795,16235.359314,226.891832,15737.65993,248.495436,16021.892641,231.034991,15418.048247,225.810148,16662.515908999998,213.724668,16652.377869,232.92301,16489.317008,221.547815,16899.737821,258.531533,17922.546979,225.420255,17643.476052,253.750115,17911.231236,242.652371,18024.81472,237.432989,18922.071803000003,232.097598,18912.680849,227.049578,18995.440144,220.990678,19695.360268999997,242.830336,19176.066698,266.227282,20338.786576,217.475248,20466.490516,249.737271,20073.556138,247.447526,20398.286262999998,230.957054,21054.769768,229.228725,20852.758942,223.892082,21689.158685,242.095815,21147.263523999998,241.154816,22049.987124000003,247.59848,22445.700747,218.11443,22269.950421,270.320216,22662.41228,229.574405,22867.001895,231.303746,23320.109075,253.794337,23774.829159,258.249052,23445.425919,231.740717,23540.111876000003,292.179811,23822.631787,258.293526,24195.324701,266.06192,24578.883624,249.563223,24812.978457,278.687546,25017.972862000002,228.374749,25196.00606,232.683029,25589.291318,258.340174,26065.794954,224.936185,25833.423029999998,239.176707,26632.408303999997,307.109529,26740.061109,260.701243,26679.480058,235.052734,26880.332606,251.023148,26898.385907
#2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
