iteration,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11,query12,query13,query14,query15,query16,query17,query18,query19,query20,query21,query22,query23,query24,query25,query26,query27,query28,query29,query30,query31,query32,query33,query34,query35,query36,query37,query38,query39,query40,query41,query42,query43,query44,query45,query46,query47,query48,query49,query50,query51,query52,query53,query54,query55,query56,query57,query58,query59,query60,query61,query62,query63,query64,query65,query66,query67,query68,query69,query70,query71,query72,query73,query74,query75,query76,query77,query78,query79,query80,query81,query82,query83,query84,query85,query86,query87,query88,query89,query90,query91,query92,query93,query94,query95,query96,query97,query98,query99,query100,query101,query102,query103,query104,query105,query106,query107,query108,query109,query110,query111,query112,query113,query114,query115,query116,query117,query118,query119,query120,query121,query122,query123,query124,query125,query126,query127,query128,query129,query130,query131,query132,query133,query134,query135,query136,query137,query138,query139,query140,query141,query142,query143,query144,query145,query146,query147,query148,query149,query150,query151,query152,query153,query154,query155,query156,query157,query158,query159,query160,query161,query162,query163,query164,query165,query166,query167,query168,query169,query170,query171,query172,query173,query174,query175,query176,query177,query178,query179,query180,query181,query182,query183,query184,query185,query186,query187,query188,query189,query190,query191,query192,query193,query194,query195,query196,query197,query198,query199,query200
#1,73.619917,50.502848,66.732252,50.398197,67.109798,47.950916,66.427176,50.720777,66.172,47.154848,67.219709,46.102323,65.964396,47.406106,66.122516,48.082436,65.213219,53.940704,67.792059,47.479859,68.823076,47.177622,65.273686,46.912246,68.293403,48.314628,66.321349,48.79223,64.214836,48.198233,66.294703,47.30137,64.187061,51.582398,75.879687,51.760458,71.357906,54.904126,71.925884,47.279262,67.126725,47.356295,66.417037,46.320455,68.515552,47.785227,65.514526,47.080654,65.808338,48.659858,64.845942,47.778089,65.241251,47.601186,69.188629,48.401092,66.396879,49.397794,66.977979,47.47363,65.78753,48.265556,65.668045,48.441894,66.524892,47.224144,66.174667,46.47449,66.850146,47.581917,67.305113,46.857987,68.526416,48.252585,66.123084,47.285494,65.756556,47.675073,67.727949,47.583649,65.356245,48.285237,66.086386,47.161205,67.511258,47.573693,64.665459,47.466716,64.615991,52.053605,65.3552,47.869008,65.71906,47.418212,67.20508,47.220133,66.392961,52.578297,72.61579,48.884853,65.708974,47.386176,67.816168,47.370237,68.547595,46.576369,69.793504,47.783977,65.621837,47.670598,65.784999,48.374188,65.20157,51.653163,66.145106,47.971839,68.009829,46.968715,67.017252,47.292817,64.87776,47.426783,67.979536,47.582577,69.010453,47.253296,67.13944,48.073986,65.802103,47.923578,66.731674,47.172735,66.322479,48.286931,65.253409,47.080395,64.682176,46.749425,65.839525,47.881695,65.94216,50.057028,67.432754,47.614954,66.826209,47.307359,65.080783,48.864431,65.84037,47.187748,66.708004,47.784683,67.267047,47.037421,65.293067,47.253801,66.584188,46.867226,67.372297,50.540244,66.196314,47.37578,65.454458,47.718727,74.606592,50.752752,71.744596,50.948981,69.258931,47.229786,65.144746,48.806091,65.318539,48.30669,83.179981,59.898095,69.65541,47.49826,66.111332,48.81842,66.003742,48.651546,64.475991,47.451926,66.540902,47.531743,67.961829,46.879568,65.994884,47.740631,66.788078,47.729714,68.343315,47.404731,66.587743,46.88439,65.813972,47.586041,66.191337,47.132594
#2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
